,stockprice,stockprice_missing_closed_days
206,95.41593959846587,95.41593959846587
207,97.1671199853557,97.1671199853557
208,96.7885649280747,
209,96.20704146181241,
210,97.7406672358217,97.7406672358217
211,97.98024445378965,97.98024445378965
212,97.39174584363232,97.39174584363232
213,96.39471362144845,96.39471362144845
214,96.03917686184593,96.03917686184593
215,94.20234466827802,
216,96.4348573447371,
217,98.46639489234697,98.46639489234697
218,98.37151232381353,98.37151232381353
219,97.43200296894025,97.43200296894025
220,97.01818223557046,97.01818223557046
221,96.9632810694824,96.9632810694824
222,94.64408713565128,
223,93.71330983860206,
224,92.70565582967099,92.70565582967099
225,93.11241202557845,93.11241202557845
226,94.33232398154134,94.33232398154134
227,95.79607674984328,95.79607674984328
228,96.39143336974129,96.39143336974129
229,95.20106417233927,
230,95.2332406955225,
231,95.67575399189437,95.67575399189437
232,95.80014503234345,95.80014503234345
233,93.60827934749992,93.60827934749992
234,93.98627326582724,93.98627326582724
235,96.46201132129069,96.46201132129069
236,96.35734701332437,
237,98.19836649428053,
238,97.6587003804391,97.6587003804391
239,95.71787809948479,95.71787809948479
240,96.5422208895099,96.5422208895099
241,97.00971482078003,97.00971482078003
242,99.03315116549393,99.03315116549393
243,100.22964512412607,
244,99.30989701578656,
245,97.35383228663412,97.35383228663412
246,99.79673300225681,99.79673300225681
247,101.2184385843171,101.2184385843171
248,100.56663389282443,100.56663389282443
249,99.69033749900365,99.69033749900365
250,101.61369422959,
251,100.386555847077,
252,102.37355361260443,102.37355361260443
253,101.37043225037088,101.37043225037088
254,100.56987545700966,100.56987545700966
255,98.91283985107367,98.91283985107367
256,99.94299679251097,99.94299679251097
257,103.53787913808941,
258,102.66838019601198,
259,102.65613698614334,102.65613698614334
260,101.65195271094613,101.65195271094613
261,100.70574990700709,100.70574990700709
262,100.56973736372623,100.56973736372623
263,103.33101182242734,103.33101182242734
264,104.49117969594613,
265,105.83258138715088,
266,105.40374454938197,105.40374454938197
267,104.580781528952,104.580781528952
268,104.09889494923794,104.09889494923794
269,104.08059851636173,104.08059851636173
270,104.08167185059179,104.08167185059179
271,101.74785622931938,
272,101.72344848936379,
273,101.5541256745595,101.5541256745595
274,102.8773045508603,102.8773045508603
275,103.02024690288769,103.02024690288769
276,103.48229861683902,103.48229861683902
277,104.18542922242426,
278,106.48671006207525,
279,109.28324340994587,
280,107.0442884561366,107.0442884561366
281,105.25750270946601,105.25750270946601
282,105.20554520683628,105.20554520683628
283,106.10286453340791,106.10286453340791
284,105.06106051992235,105.06106051992235
285,106.88885784237412,
286,108.82283747323763,
287,107.14295899620706,107.14295899620706
288,107.05499464909177,107.05499464909177
289,108.59526415511607,108.59526415511607
290,109.14536778156601,109.14536778156601
291,109.8468245917695,109.8468245917695
292,106.38302513608294,
293,104.0166798665618,
294,102.55180061556783,102.55180061556783
295,103.40976283413362,103.40976283413362
296,102.04437958359858,102.04437958359858
297,102.9820099421398,102.9820099421398
298,101.0624183157685,101.0624183157685
299,101.31862299686904,
300,103.36120220422018,
301,100.40284953105278,100.40284953105278
302,100.67224938749342,100.67224938749342
303,100.42374921910442,100.42374921910442
304,101.75464615678092,101.75464615678092
305,103.63188631860459,103.63188631860459
306,104.09101080011945,
307,104.72415123508985,
308,102.96949273109934,102.96949273109934
309,101.23212090102376,101.23212090102376
310,101.04362109961662,101.04362109961662
311,101.06977458045105,101.06977458045105
312,99.43768396379323,99.43768396379323
313,100.62944586185967,
314,99.70151046636208,
315,102.48127757065271,102.48127757065271
316,103.89230183627134,103.89230183627134
317,106.4790240253394,106.4790240253394
318,106.00517521707347,106.00517521707347
319,108.49827276661816,108.49827276661816
320,106.99454119718685,
321,108.12579618925334,
322,108.44623227995143,108.44623227995143
323,107.23533713589133,107.23533713589133
324,107.63719975820068,107.63719975820068
325,110.0625466026935,110.0625466026935
326,108.85814468528676,108.85814468528676
327,108.2958147574284,
328,110.04864372023289,
329,110.166139630922,110.166139630922
330,109.68674839079706,109.68674839079706
331,106.82508896988195,106.82508896988195
332,107.51843623698511,107.51843623698511
333,109.76419128520745,109.76419128520745
334,106.72424671052075,
335,106.85445178327943,
336,108.85715243995224,108.85715243995224
337,111.05344931595344,111.05344931595344
338,112.97410298997602,112.97410298997602
339,115.86104048501787,115.86104048501787
340,112.26591621314086,112.26591621314086
341,113.61470189660406,
342,114.70612354893241,
343,114.02249238105347,114.02249238105347
344,112.23206876856415,112.23206876856415
345,110.0427969854859,110.0427969854859
346,109.72017510322473,109.72017510322473
347,108.39225064014822,108.39225064014822
348,110.86403443161781,
349,113.24606854935242,
350,114.34353540548963,114.34353540548963
351,115.09642555517064,115.09642555517064
352,111.21497474913143,111.21497474913143
353,114.47538693025598,114.47538693025598
354,112.29312410771861,112.29312410771861
355,112.85242102953761,
356,113.85933681656965,
357,110.24102319050118,110.24102319050118
358,109.73363880892421,109.73363880892421
359,107.20948812587284,107.20948812587284
360,106.05791091204753,106.05791091204753
361,104.14653664584692,104.14653664584692
362,103.60061342914726,
363,106.41354891650938,
364,106.6776531469023,106.6776531469023
365,106.65470647505848,106.65470647505848
366,104.60911298445907,104.60911298445907
367,107.14721158330447,107.14721158330447
368,105.31513931984162,105.31513931984162
369,107.62004300973378,
370,104.2037706811982,
371,105.14916880957328,105.14916880957328
372,104.45417080764625,104.45417080764625
373,104.41459197430507,104.41459197430507
374,108.1541803447739,108.1541803447739
375,109.26129055422666,109.26129055422666
376,110.01512721288935,
377,110.62085566179451,
378,107.68112885625038,107.68112885625038
379,108.96693746432882,108.96693746432882
380,108.43313847616152,108.43313847616152
381,108.64112203528799,108.64112203528799
382,109.56605291398573,109.56605291398573
383,109.7191190455957,
384,111.21575636153018,
385,112.6068220955469,112.6068220955469
386,111.10859023294202,111.10859023294202
387,108.76484462284873,108.76484462284873
388,109.34315528024143,109.34315528024143
389,108.83718528299669,108.83718528299669
390,104.89942954907079,
391,106.04112493641682,
392,103.81222317946587,103.81222317946587
393,103.31619883456469,103.31619883456469
394,104.68557742113276,104.68557742113276
395,103.84340685244848,103.84340685244848
396,103.65236582704323,103.65236582704323
397,105.53865639858367,
398,103.38379771622633,
399,102.20525765235516,102.20525765235516
400,103.58565115095597,103.58565115095597
401,104.93638981728917,104.93638981728917
402,104.99769261669292,104.99769261669292
403,105.98197819014759,105.98197819014759
404,106.65233567935341,
405,104.84343934341376,
406,106.11990255087531,106.11990255087531
407,108.44548403361152,108.44548403361152
408,109.59126774077397,109.59126774077397
409,109.1933346881952,109.1933346881952
410,113.83940920620212,113.83940920620212
411,115.51173464386714,
412,115.34831127694677,
413,114.52747870350252,114.52747870350252
414,114.00293205081438,114.00293205081438
415,114.81036523380914,114.81036523380914
416,114.00074770112897,114.00074770112897
417,115.69756013244134,115.69756013244134
418,119.15149840849391,
419,119.58943368270963,
420,122.95098684660903,122.95098684660903
421,123.87790742634724,123.87790742634724
422,123.78880904909326,123.78880904909326
423,125.6402084268083,125.6402084268083
424,127.70441559951206,127.70441559951206
425,125.53058008088085,
426,122.38240473579619,
427,123.04238112650934,123.04238112650934
428,123.02799250287273,123.02799250287273
429,118.29644015283476,118.29644015283476
430,119.12831650848663,119.12831650848663
431,116.96000829081872,116.96000829081872
432,119.78958196995468,
433,118.58730584661717,
434,121.79967170502808,121.79967170502808
435,120.67590487463224,120.67590487463224
436,122.01429201417584,122.01429201417584
437,120.57963081502237,120.57963081502237
438,120.90460865050203,120.90460865050203
439,123.32706391030266,
440,123.1529430305865,
441,123.81613478651046,123.81613478651046
442,121.68751507491515,121.68751507491515
443,119.42639204443051,119.42639204443051
444,120.93520396188767,120.93520396188767
445,117.47257670981399,117.47257670981399
446,117.44821450501217,
447,118.00000624539102,
448,113.3782252738008,113.3782252738008
449,111.61644832219847,111.61644832219847
450,111.25097789310723,111.25097789310723
451,109.36199210647301,109.36199210647301
452,108.83463349707465,108.83463349707465
453,109.26437848174437,
454,108.40519922708336,
455,112.28823126021807,112.28823126021807
456,110.77331045569045,110.77331045569045
457,108.31814997478912,108.31814997478912
458,109.46989679362376,109.46989679362376
459,106.95675488967416,106.95675488967416
460,109.21430521800531,
461,112.49927060714515,
462,114.131033653666,114.131033653666
463,114.43036252888412,114.43036252888412
464,111.19757008213055,111.19757008213055
465,111.09045137192419,111.09045137192419
466,107.24389726252359,107.24389726252359
467,110.06298060696189,
468,109.907068956296,
469,110.94405054799863,110.94405054799863
470,111.33998926906625,111.33998926906625
471,109.83701994339495,
472,109.34587004968535,109.34587004968535
473,107.2381762821394,107.2381762821394
474,109.85892321890915,
475,106.8355920742572,
476,106.17246104567582,106.17246104567582
477,104.86872538713617,104.86872538713617
478,106.2526426924129,106.2526426924129
479,104.82670876538411,104.82670876538411
480,106.6685505588396,106.6685505588396
481,107.73058233727748,
482,111.0163280459479,
483,111.59211107016573,111.59211107016573
484,110.6956320657239,110.6956320657239
485,110.655023551366,110.655023551366
486,112.18603295752172,112.18603295752172
487,114.73846941443848,114.73846941443848
488,116.87169445748454,
489,116.22308361095128,
490,120.17118144225358,120.17118144225358
491,122.32917414975468,122.32917414975468
492,123.24032434513094,123.24032434513094
493,124.81528569068709,124.81528569068709
494,126.95386191841338,126.95386191841338
495,126.94611072615278,
496,124.33991369414265,
497,121.29366060965961,121.29366060965961
498,123.60388374327931,123.60388374327931
499,123.8013923953581,123.8013923953581
500,126.48550112849728,126.48550112849728
501,125.04949776281347,125.04949776281347
502,126.85715059133061,
503,128.49278100271934,
504,128.9320443803933,128.9320443803933
505,124.72558175956263,124.72558175956263
506,122.38091325525819,122.38091325525819
507,120.97785731100865,120.97785731100865
508,120.09320551191995,120.09320551191995
509,117.28509743894094,
510,113.00377125863237,
511,111.38872904093218,111.38872904093218
512,109.67683530921124,109.67683530921124
513,108.88851577930627,108.88851577930627
514,108.32795365316113,108.32795365316113
515,105.85185432350967,105.85185432350967
516,107.63891403386103,
517,108.88368919308209,
518,110.09553392413474,110.09553392413474
519,112.35512177544733,112.35512177544733
520,114.22698413825643,114.22698413825643
521,115.50121210198006,115.50121210198006
522,115.54376361179169,115.54376361179169
523,113.60943143114466,
524,114.19298975450813,
525,115.09184963240764,115.09184963240764
526,118.96876710547602,118.96876710547602
527,117.14051197544384,117.14051197544384
528,116.6793063289441,116.6793063289441
529,117.50168302533184,117.50168302533184
530,118.14566814312344,
531,117.11265680933667,
532,117.1784650472749,117.1784650472749
533,119.8853032189883,119.8853032189883
534,119.10911256242566,119.10911256242566
535,118.16592463969712,118.16592463969712
536,116.64714768104511,116.64714768104511
537,114.82342561070107,
538,118.51317877055487,
539,117.90350414321709,117.90350414321709
540,115.79533386520396,115.79533386520396
541,116.24865269064834,116.24865269064834
542,119.77923643852526,119.77923643852526
543,118.09357393790347,118.09357393790347
544,120.11441366350515,
545,117.74631858706076,
546,118.40900823815042,118.40900823815042
547,117.74797686172901,117.74797686172901
548,116.51449405686294,116.51449405686294
549,119.44627065771118,119.44627065771118
550,115.71478570339447,115.71478570339447
551,116.88882491817488,
552,119.26609368599237,
553,118.43881859026158,118.43881859026158
554,120.18358463854068,120.18358463854068
555,121.20465341565061,121.20465341565061
556,120.57211989824428,120.57211989824428
557,118.38793425431592,118.38793425431592
558,122.19998669255314,
559,121.2679448908024,
560,122.33368126835813,122.33368126835813
561,122.7647160387451,122.7647160387451
562,120.20470587849132,120.20470587849132
563,118.89682217054197,118.89682217054197
564,116.64469854412012,116.64469854412012
565,118.29950788093122,
566,118.30391861850977,
567,117.134631502539,
568,120.45127980808125,120.45127980808125
569,120.77727414410376,120.77727414410376
570,122.21051840558323,122.21051840558323
571,121.34459806549731,121.34459806549731
572,122.84647095852907,
573,124.18232866451677,
574,120.62758275627212,120.62758275627212
575,122.36981940627007,122.36981940627007
576,119.65374305485963,119.65374305485963
577,121.25215196425488,
578,117.85657872394877,117.85657872394877
579,116.32489388214904,
580,119.88541537487593,
581,119.63893733216666,119.63893733216666
582,120.1217122592582,120.1217122592582
583,122.91418709487512,
584,119.58672383690822,119.58672383690822
585,117.0394321722176,117.0394321722176
586,120.64260718899871,
587,124.9972299969136,
588,124.30714407724022,124.30714407724022
589,126.38932466489699,126.38932466489699
590,128.05276136692183,128.05276136692183
591,129.17879217422657,129.17879217422657
592,127.85851903401608,127.85851903401608
593,128.6032856312341,
594,127.46919143474405,
595,129.3425084002228,129.3425084002228
596,129.2896495717121,129.2896495717121
597,127.00700363212312,127.00700363212312
598,124.77110843230011,124.77110843230011
599,125.4303091133793,125.4303091133793
600,123.48382222723566,
601,125.3097513263122,
602,124.39730990855098,124.39730990855098
603,121.36279752848363,121.36279752848363
604,122.65422846419811,122.65422846419811
605,123.12112380160305,123.12112380160305
606,121.7761601148806,
607,121.81272454231424,
608,122.37734741780532,
609,120.37519558333179,120.37519558333179
610,123.44200544371581,
611,124.9714186055731,124.9714186055731
612,125.14763302643198,125.14763302643198
613,127.63097868212634,127.63097868212634
614,126.4230733239946,
615,125.1154017313995,
616,126.66692253443996,126.66692253443996
617,122.76733276599374,122.76733276599374
618,123.5463945930934,123.5463945930934
619,118.88462293141441,118.88462293141441
620,118.21236680348693,118.21236680348693
621,121.20313381904833,
622,122.22256371903863,
623,121.70043506779797,121.70043506779797
624,122.59932206489053,122.59932206489053
625,122.53894001836017,122.53894001836017
626,124.11170455880591,124.11170455880591
627,123.67227918444372,123.67227918444372
628,125.9670132094291,
629,128.5249599246429,
630,131.50226928907688,131.50226928907688
631,133.23520815095503,133.23520815095503
632,132.16505138202004,132.16505138202004
633,131.25535132351322,131.25535132351322
634,132.41419186632658,132.41419186632658
635,130.80687987429613,
636,128.02169095685278,
637,128.51263204926605,128.51263204926605
638,131.81318235254972,131.81318235254972
639,131.25652256956593,131.25652256956593
640,128.87731867132175,128.87731867132175
641,127.54101811156518,127.54101811156518
642,122.88788904886312,
643,122.65133540449477,
644,122.03235881181573,122.03235881181573
645,121.68921296391673,
646,123.81371584956429,123.81371584956429
647,123.12712150389022,123.12712150389022
648,121.25550497248203,121.25550497248203
649,120.27728561145,
650,118.13801182300479,
651,120.2262964720757,120.2262964720757
652,121.54996314329412,121.54996314329412
653,119.85237167990613,119.85237167990613
654,119.31545009272968,119.31545009272968
655,118.52421659101383,118.52421659101383
656,119.65900877909661,
657,116.3791594513525,
658,116.20231743558745,116.20231743558745
659,116.39327537835132,116.39327537835132
660,114.37889563144074,114.37889563144074
661,109.04273850878678,109.04273850878678
662,108.47655729774421,108.47655729774421
663,110.57665222327522,
664,111.63444700722924,
665,112.94450573428563,112.94450573428563
666,115.95108116333147,115.95108116333147
667,114.09621365180062,114.09621365180062
668,114.01894526466832,114.01894526466832
669,116.57827370996144,116.57827370996144
670,117.8653111928238,
671,118.29783161353105,
672,122.06410565000316,122.06410565000316
673,123.86562361780153,123.86562361780153
674,123.98302282929822,123.98302282929822
675,121.95174191268534,121.95174191268534
676,120.05519992482121,120.05519992482121
677,119.92985144810237,
678,118.11026284789024,
679,116.15681543720675,116.15681543720675
680,116.00530104997657,116.00530104997657
681,118.14306638657415,118.14306638657415
682,119.2048987511289,119.2048987511289
683,118.52314047856309,118.52314047856309
684,117.54013414188942,
685,117.64305024205814,
686,119.14631257218385,119.14631257218385
687,112.87547864328971,112.87547864328971
688,109.94475221414484,109.94475221414484
689,110.57195204447854,110.57195204447854
690,111.64237283137408,111.64237283137408
691,106.50375204399471,
692,107.35898823079837,
693,104.66580384667763,104.66580384667763
694,100.56886630962676,100.56886630962676
695,98.18511466822106,98.18511466822106
696,98.36099734415983,98.36099734415983
697,100.41440378955195,100.41440378955195
698,99.5244571916351,
699,101.46658559039734,
700,104.38992727542234,104.38992727542234
701,103.03374970337352,103.03374970337352
702,100.28416322067886,100.28416322067886
703,98.51084654227766,98.51084654227766
704,95.7023452826672,95.7023452826672
705,94.22036891614455,
706,92.99711770803687,
707,94.52488652565701,94.52488652565701
708,94.53707699879563,94.53707699879563
709,93.86895748098927,93.86895748098927
710,95.10125181687398,95.10125181687398
711,96.6919527638321,96.6919527638321
712,97.08580704136642,
713,94.22597624176974,
714,93.5811346552299,93.5811346552299
715,92.84630689657422,92.84630689657422
716,93.01310964247116,93.01310964247116
717,91.61020625664237,91.61020625664237
718,93.27009818616493,93.27009818616493
719,93.42528132372264,
720,91.809209797552,
721,90.32869647714594,90.32869647714594
722,89.34926500504285,89.34926500504285
723,89.1802102496432,89.1802102496432
724,87.65709227386317,87.65709227386317
725,87.14778982032828,87.14778982032828
726,85.96354659078793,
727,82.87548267645457,
728,84.90890190551099,84.90890190551099
729,82.17045691064457,82.17045691064457
730,83.58616920569037,83.58616920569037
731,82.67611021437655,82.67611021437655
732,83.45125906082839,83.45125906082839
733,84.54394041570237,
734,86.68226161890821,
735,86.19107852473881,86.19107852473881
736,87.00176920855974,87.00176920855974
737,85.45364694825712,85.45364694825712
738,86.79076013215501,86.79076013215501
739,84.22754433125019,84.22754433125019
740,85.09176785790658,
741,84.78058386275971,
742,83.82332843665617,83.82332843665617
743,86.1541381710776,86.1541381710776
744,84.73557109288512,84.73557109288512
745,84.39898683636343,84.39898683636343
746,82.7991382508445,82.7991382508445
747,82.52776827657871,
748,83.57719973770021,
749,84.38542923884302,84.38542923884302
750,85.34384308312825,85.34384308312825
751,89.19001963607508,89.19001963607508
752,91.6236195319334,91.6236195319334
753,95.57054788488253,95.57054788488253
754,98.68565366813536,
755,95.86852180734952,
756,98.04177527695477,98.04177527695477
757,98.6632121587464,98.6632121587464
758,99.96812726339539,99.96812726339539
759,99.11629349045666,99.11629349045666
760,98.06689615787938,98.06689615787938
761,98.11240337639079,
762,101.2988753857614,
763,104.78455114557235,104.78455114557235
764,103.34465686686782,103.34465686686782
765,105.89282897258528,105.89282897258528
766,104.12038356833075,104.12038356833075
767,104.80135520297796,104.80135520297796
768,105.39081770496206,
769,102.78205167570927,
770,104.07719201278451,104.07719201278451
771,101.75262852238633,101.75262852238633
772,102.20432651224736,102.20432651224736
773,102.36800694066926,102.36800694066926
774,101.79136111124805,101.79136111124805
775,100.11642715765241,
776,100.42481963039035,
777,102.54612574699699,102.54612574699699
778,101.62286948594988,101.62286948594988
779,102.54317870395408,102.54317870395408
780,101.98598777039976,101.98598777039976
781,100.06838209083469,100.06838209083469
782,102.62691710182446,
783,104.6738197094873,
784,106.27194816584056,106.27194816584056
785,110.90806688964301,110.90806688964301
786,110.9209949575984,110.9209949575984
787,110.75426588571185,110.75426588571185
788,110.76813301312629,110.76813301312629
789,115.99203509184382,
790,114.79331515602593,
791,118.37376230425166,118.37376230425166
792,116.59446981480353,116.59446981480353
793,114.8156901117136,114.8156901117136
794,112.47327129536487,112.47327129536487
795,113.7876885688911,113.7876885688911
796,110.16326183852799,
797,109.8158428733899,
798,111.14148472922585,111.14148472922585
799,110.64229849516556,110.64229849516556
800,107.34738202008688,107.34738202008688
801,107.80033129957936,107.80033129957936
802,111.6600054275925,111.6600054275925
803,110.07155762133249,
804,109.67696593188145,
805,107.76152943151153,107.76152943151153
806,105.20084920397055,105.20084920397055
807,107.45039812383617,
808,109.79665023895642,109.79665023895642
809,109.02141670420318,109.02141670420318
810,110.74959709355794,
811,110.070761883905,
812,106.75984870982464,106.75984870982464
813,106.71636935455855,106.71636935455855
814,107.92618535986178,107.92618535986178
815,105.12429407482797,105.12429407482797
816,103.29724025634842,103.29724025634842
817,104.24686232531195,
818,106.33697297604307,
819,104.5718109893912,104.5718109893912
820,102.01092992745471,102.01092992745471
821,105.43595631409801,105.43595631409801
822,106.20173023377872,106.20173023377872
823,104.26188306143243,104.26188306143243
824,100.5295442630083,
825,98.60069854950886,
826,96.00022630985005,96.00022630985005
827,93.39315915233529,93.39315915233529
828,94.69022360308182,94.69022360308182
829,95.17821814742375,95.17821814742375
830,95.69551208308789,95.69551208308789
831,95.32569710539939,
832,93.16223505418203,
833,92.32009229889059,92.32009229889059
834,94.01118279931107,94.01118279931107
835,94.12028541669106,
836,92.69108945520311,92.69108945520311
837,92.56010223686576,92.56010223686576
838,93.34727785657994,
839,93.951324683101,
840,92.68213282963602,92.68213282963602
841,91.98734546448503,91.98734546448503
842,92.59575562255293,92.59575562255293
843,89.6748285703637,89.6748285703637
844,89.29269619749485,89.29269619749485
845,89.96438339650501,
846,89.89066588258517,
847,88.14910873090528,88.14910873090528
848,91.45062846977196,91.45062846977196
849,90.25394229142051,90.25394229142051
850,88.10485710176195,88.10485710176195
851,87.21240900253369,87.21240900253369
852,89.35586064371054,
853,88.78171051556428,
854,88.0222286480697,88.0222286480697
855,88.42110764565545,88.42110764565545
856,89.0050280423539,89.0050280423539
857,89.41883930941331,89.41883930941331
858,91.89367586024159,91.89367586024159
859,92.63470930443025,
860,94.08081291093107,
861,95.98641863286642,95.98641863286642
862,97.70139909104839,97.70139909104839
863,96.82509341700866,96.82509341700866
864,94.3429336879163,94.3429336879163
865,95.39201760352871,95.39201760352871
866,94.1102045451993,
867,94.99277739178062,
868,95.27417448044791,95.27417448044791
869,93.61181042635907,93.61181042635907
870,91.86848594545623,91.86848594545623
871,92.22360210931984,92.22360210931984
872,90.2199603744867,90.2199603744867
873,89.97535116639571,
874,93.25908263394564,
875,95.6228352486492,95.6228352486492
876,94.63206722930964,94.63206722930964
877,92.08529975196834,92.08529975196834
878,92.57656856211895,92.57656856211895
