,noisy_sin_ahead6,noisy_sin
89,-0.731532713,-0.674632913
90,-0.699624966,-0.748896468
91,-0.709116223,-0.723493413
92,-0.698214525,-0.72267628
93,-0.661745934,-0.728980106
94,-0.710023702,-0.754476761
95,-0.69096628,-0.731532713
96,-0.733014094,-0.699624966
97,-0.741891046,-0.709116223
98,-0.704856533,-0.698214525
99,-0.684860984,-0.661745934
100,-0.67073471,-0.710023702
101,-0.651263884,-0.69096628
102,-0.593924423,-0.733014094
103,-0.539084401,-0.741891046
104,-0.529221291,-0.704856533
105,-0.483739738,-0.684860984
106,-0.460522137,-0.67073471
107,-0.345616866,-0.651263884
108,-0.327759082,-0.593924423
109,-0.295157015,-0.539084401
110,-0.262414461,-0.529221291
111,-0.231335865,-0.483739738
112,-0.181026152,-0.460522137
113,-0.125646636,-0.345616866
114,-0.12873511,-0.327759082
115,-0.098359404,-0.295157015
116,-0.090828401,-0.262414461
117,-0.002713769,-0.231335865
118,0.124254742,-0.181026152
119,0.21751695,-0.125646636
120,0.278361395,-0.12873511
121,0.360359267,-0.098359404
122,0.415371498,-0.090828401
123,0.516787724,-0.002713769
124,0.586798002,0.124254742
125,0.628131415,0.21751695
126,0.640611217,0.278361395
127,0.667656574,0.360359267
128,0.723698436,0.415371498
129,0.730473539,0.516787724
130,0.767591575,0.586798002
131,0.852420593,0.628131415
132,0.894831353,0.640611217
133,0.997101894,0.667656574
134,1.080958129,0.723698436
135,1.108801853,0.730473539
136,1.101323657,0.767591575
137,1.133120041,0.852420593
138,1.149448407,0.894831353
139,1.19070062,0.997101894
140,1.268653687,1.080958129
141,1.258684462,1.108801853
142,1.269542682,1.101323657
143,1.300753976,1.133120041
144,1.354822086,1.149448407
145,1.386980728,1.19070062
146,1.413732679,1.268653687
147,1.46722045,1.258684462
148,1.491588215,1.269542682
149,1.490590788,1.300753976
150,1.496330734,1.354822086
151,1.475619063,1.386980728
152,1.49170141,1.413732679
153,1.517692847,1.46722045
154,1.41827347,1.491588215
155,1.447943187,1.490590788
156,1.43521174,1.496330734
157,1.436272248,1.475619063
158,1.441256769,1.49170141
159,1.351199355,1.517692847
160,1.293285237,1.41827347
161,1.260158143,1.447943187
162,1.210469495,1.43521174
163,1.19204073,1.436272248
164,1.146812732,1.441256769
165,1.06209992,1.351199355
166,1.048285933,1.293285237
167,1.047925531,1.260158143
168,1.029024762,1.210469495
169,0.968439566,1.19204073
170,0.920457182,1.146812732
171,0.896376772,1.06209992
172,0.872654108,1.048285933
173,0.860330367,1.047925531
174,0.806080239,1.029024762
175,0.715495703,0.968439566
176,0.647249215,0.920457182
177,0.616216625,0.896376772
178,0.591090282,0.872654108
179,0.611825361,0.860330367
180,0.566062894,0.806080239
181,0.523983249,0.715495703
182,0.468493644,0.647249215
183,0.405782843,0.616216625
184,0.380352784,0.591090282
185,0.341687245,0.611825361
186,0.285759133,0.566062894
187,0.20292421,0.523983249
188,0.150629238,0.468493644
189,0.090616859,0.405782843
190,0.082995451,0.380352784
191,0.066635497,0.341687245
192,-0.010417682,0.285759133
193,-0.017706574,0.20292421
194,-0.07824894,0.150629238
195,-0.115332478,0.090616859
196,-0.117430484,0.082995451
197,-0.187778345,0.066635497
198,-0.219324324,-0.010417682
199,-0.289578408,-0.017706574
200,-0.383408258,-0.07824894
201,-0.38355576,-0.115332478
202,-0.411743178,-0.117430484
203,-0.464520044,-0.187778345
204,-0.539110656,-0.219324324
205,-0.574360806,-0.289578408
206,-0.55270754,-0.383408258
207,-0.558199369,-0.38355576
208,-0.585636063,-0.411743178
209,-0.62006087,-0.464520044
210,-0.627682965,-0.539110656
211,-0.684663753,-0.574360806
212,-0.648529526,-0.55270754
213,-0.636284441,-0.558199369
214,-0.599880712,-0.585636063
215,-0.616070681,-0.62006087
216,-0.585312707,-0.627682965
217,-0.557300454,-0.684663753
218,-0.596426219,-0.648529526
219,-0.580387895,-0.636284441
220,-0.556723216,-0.599880712
221,-0.55856847,-0.616070681
222,-0.551339205,-0.585312707
223,-0.51685341,-0.557300454
224,-0.494980715,-0.596426219
225,-0.501220375,-0.580387895
226,-0.455309261,-0.556723216
227,-0.418738249,-0.55856847
228,-0.379514669,-0.551339205
229,-0.343194736,-0.51685341
230,-0.293982009,-0.494980715
231,-0.266072284,-0.501220375
232,-0.25459745,-0.455309261
233,-0.237787407,-0.418738249
234,-0.161632921,-0.379514669
235,-0.18202475,-0.343194736
236,-0.121003851,-0.293982009
237,-0.121003446,-0.266072284
238,-0.125212048,-0.25459745
239,-0.109649089,-0.237787407
240,-0.069832913,-0.161632921
241,0.001607501,-0.18202475
242,-0.002540163,-0.121003851
243,0.099423243,-0.121003446
244,0.18568187,-0.125212048
245,0.231478882,-0.109649089
246,0.272375189,-0.069832913
247,0.292399323,0.001607501
248,0.360529267,-0.002540163
249,0.412052674,0.099423243
250,0.505219016,0.18568187
251,0.532044299,0.231478882
252,0.596850043,0.272375189
253,0.642523836,0.292399323
254,0.661855949,0.360529267
255,0.76630459,0.412052674
256,0.818733822,0.505219016
257,0.880567984,0.532044299
258,0.888095243,0.596850043
259,0.904984986,0.642523836
260,0.945580786,0.661855949
261,0.963548517,0.76630459
262,1.016937487,0.818733822
263,1.063346711,0.880567984
264,1.069565375,0.888095243
265,1.104341321,0.904984986
266,1.131115735,0.945580786
267,1.150474247,0.963548517
268,1.13676132,1.016937487
269,1.130603263,1.063346711
270,1.154912248,1.069565375
271,1.202046122,1.104341321
272,1.184596407,1.131115735
273,1.233272058,1.150474247
274,1.247068442,1.13676132
275,1.212866908,1.130603263
276,1.226108327,1.154912248
277,1.254477755,1.202046122
278,1.260873172,1.184596407
279,1.329171626,1.233272058
280,1.331976474,1.247068442
281,1.350614861,1.212866908
282,1.33918169,1.226108327
283,1.355706016,1.254477755
284,1.264055705,1.260873172
285,1.218272809,1.329171626
286,1.185659245,1.331976474
287,1.178019669,1.350614861
288,1.158311036,1.33918169
289,1.16459818,1.355706016
290,1.146015348,1.264055705
291,1.120773369,1.218272809
292,1.082596085,1.185659245
293,1.052295396,1.178019669
294,1.041137351,1.158311036
295,1.026028022,1.16459818
296,1.013282364,1.146015348
297,0.964024465,1.120773369
298,0.899179847,1.082596085
299,0.840129129,1.052295396
300,0.805700509,1.041137351
301,0.809832116,1.026028022
302,0.770084296,1.013282364
303,0.737278199,0.964024465
304,0.636651439,0.899179847
305,0.671482459,0.840129129
306,0.587343352,0.805700509
307,0.594491826,0.809832116
308,0.527097057,0.770084296
309,0.507125246,0.737278199
310,0.482792663,0.636651439
311,0.435155725,0.671482459
312,0.380641445,0.587343352
313,0.302336658,0.594491826
314,0.252434118,0.527097057
315,0.239441719,0.507125246
316,0.20443957,0.482792663
317,0.131041029,0.435155725
318,0.122694972,0.380641445
319,0.041511285,0.302336658
320,0.00591745,0.252434118
321,-0.062788914,0.239441719
322,-0.126598037,0.20443957
323,-0.13044198,0.131041029
324,-0.180942691,0.122694972
325,-0.262642508,0.041511285
326,-0.311877601,0.00591745
327,-0.318569825,-0.062788914
328,-0.369814113,-0.126598037
329,-0.358033181,-0.13044198
330,-0.350566043,-0.180942691
331,-0.370184378,-0.262642508
332,-0.353040185,-0.311877601
333,-0.311972774,-0.318569825
334,-0.389096059,-0.369814113
335,-0.365395092,-0.358033181
336,-0.356416089,-0.350566043
337,-0.374202497,-0.370184378
338,-0.358565578,-0.353040185
339,-0.348818154,-0.311972774
340,-0.36706225,-0.389096059
341,-0.318108891,-0.365395092
342,-0.308909304,-0.356416089
343,-0.264380921,-0.374202497
344,-0.262334704,-0.358565578
345,-0.301409085,-0.348818154
346,-0.279142042,-0.36706225
347,-0.269543359,-0.318108891
348,-0.289763462,-0.308909304
349,-0.321214992,-0.264380921
350,-0.27809108,-0.262334704
351,-0.212326342,-0.301409085
352,-0.140458376,-0.279142042
353,-0.093608855,-0.269543359
354,-0.06141675,-0.289763462
355,-0.021539505,-0.321214992
356,0.015596646,-0.27809108
357,0.077938749,-0.212326342
358,0.101528327,-0.140458376
359,0.102545633,-0.093608855
360,0.137641089,-0.06141675
361,0.187096631,-0.021539505
362,0.223566014,0.015596646
363,0.269931194,0.077938749
364,0.38544057,0.101528327
365,0.46054231,0.102545633
366,0.465200035,0.137641089
367,0.534426109,0.187096631
368,0.515443855,0.223566014
369,0.584449876,0.269931194
370,0.64926283,0.38544057
371,0.700060444,0.46054231
372,0.719647409,0.465200035
373,0.738668864,0.534426109
374,0.801200037,0.515443855
375,0.831174374,0.584449876
376,0.90613911,0.64926283
377,0.934704417,0.700060444
378,0.970692268,0.719647409
379,1.041007335,0.738668864
380,1.085482059,0.801200037
381,1.124716724,0.831174374
382,1.176415979,0.90613911
383,1.230121635,0.934704417
384,1.268022577,0.970692268
385,1.31412703,1.041007335
386,1.347901546,1.085482059
387,1.396503412,1.124716724
388,1.439431711,1.176415979
389,1.487265595,1.230121635
390,1.542543082,1.268022577
391,1.538279786,1.31412703
392,1.521661311,1.347901546
393,1.537073452,1.396503412
394,1.553241494,1.439431711
395,1.586987825,1.487265595
396,1.565680853,1.542543082
397,1.586268625,1.538279786
398,1.612059757,1.521661311
399,1.5705234,1.537073452
400,1.591396107,1.553241494
401,1.639965203,1.586987825
402,1.646138996,1.565680853
403,1.617967564,1.586268625
404,1.597156348,1.612059757
405,1.589585069,1.5705234
406,1.565531219,1.591396107
407,1.454941695,1.639965203
408,1.488190754,1.646138996
409,1.458561216,1.617967564
410,1.435589346,1.597156348
411,1.444889258,1.589585069
412,1.430307081,1.565531219
413,1.390821121,1.454941695
414,1.361577526,1.488190754
415,1.34993694,1.458561216
416,1.336760198,1.435589346
417,1.298372784,1.444889258
418,1.289031446,1.430307081
419,1.277611666,1.390821121
420,1.224612788,1.361577526
421,1.153781594,1.34993694
422,1.123246905,1.336760198
423,1.099200664,1.298372784
424,1.041304298,1.289031446
425,0.982984703,1.277611666
426,0.954064083,1.224612788
427,0.91230431,1.153781594
428,0.907373214,1.123246905
429,0.875290175,1.099200664
430,0.901179819,1.041304298
431,0.868458909,0.982984703
432,0.79071483,0.954064083
433,0.734629791,0.91230431
434,0.6816492,0.907373214
435,0.579016024,0.875290175
436,0.550405668,0.901179819
437,0.502761343,0.868458909
438,0.452886983,0.79071483
439,0.386911383,0.734629791
440,0.304250065,0.6816492
441,0.250210373,0.579016024
442,0.176417042,0.550405668
443,0.131391996,0.502761343
444,0.05873334,0.452886983
445,-0.028676125,0.386911383
446,-0.067420805,0.304250065
447,-0.101630308,0.250210373
448,-0.123357945,0.176417042
449,-0.158718476,0.131391996
450,-0.148189527,0.05873334
451,-0.201719437,-0.028676125
452,-0.198651916,-0.067420805
453,-0.259496124,-0.101630308
454,-0.308569564,-0.123357945
455,-0.346969508,-0.158718476
456,-0.378119623,-0.148189527
457,-0.351391551,-0.201719437
458,-0.390611747,-0.198651916
459,-0.446912637,-0.259496124
460,-0.437403683,-0.308569564
461,-0.449888477,-0.346969508
462,-0.507995501,-0.378119623
463,-0.503965613,-0.351391551
464,-0.478772189,-0.390611747
465,-0.49270009,-0.446912637
466,-0.443148759,-0.437403683
467,-0.391571349,-0.449888477
468,-0.407609469,-0.507995501
469,-0.372398677,-0.503965613
470,-0.427574541,-0.478772189
471,-0.409237084,-0.49270009
472,-0.41759157,-0.443148759
473,-0.369504583,-0.391571349
474,-0.376844784,-0.407609469
475,-0.322299282,-0.372398677
476,-0.32292322,-0.427574541
477,-0.309660893,-0.409237084
478,-0.30457101,-0.41759157
479,-0.266887225,-0.369504583
480,-0.277218164,-0.376844784
481,-0.222395011,-0.322299282
482,-0.207187569,-0.32292322
483,-0.098937346,-0.309660893
484,-0.06709789,-0.30457101
485,-0.049987372,-0.266887225
486,0.007499297,-0.277218164
487,0.02511749,-0.222395011
488,0.088556672,-0.207187569
489,0.1203876,-0.098937346
490,0.182502157,-0.06709789
491,0.231913169,-0.049987372
492,0.29736203,0.007499297
493,0.324872089,0.02511749
494,0.353591848,0.088556672
495,0.448404544,0.1203876
496,0.541634015,0.182502157
497,0.620502506,0.231913169
498,0.652497747,0.29736203
499,0.742241364,0.324872089
500,0.781425164,0.353591848
501,0.825912326,0.448404544
502,0.90761977,0.541634015
503,0.952013176,0.620502506
504,0.997889642,0.652497747
505,1.033983999,0.742241364
506,1.058302823,0.781425164
507,1.080278045,0.825912326
508,1.112013529,0.90761977
509,1.158254874,0.952013176
510,1.188753974,0.997889642
511,1.190293683,1.033983999
512,1.222463042,1.058302823
513,1.250516551,1.080278045
514,1.286000756,1.112013529
515,1.331548532,1.158254874
516,1.370160046,1.188753974
517,1.371562126,1.190293683
518,1.370807849,1.222463042
519,1.378393799,1.250516551
520,1.375612074,1.286000756
521,1.344306642,1.331548532
522,1.345747382,1.370160046
523,1.314640614,1.371562126
524,1.286367717,1.370807849
525,1.256375562,1.378393799
526,1.229778274,1.375612074
527,1.198216383,1.344306642
528,1.171092866,1.345747382
529,1.161863733,1.314640614
530,1.183826193,1.286367717
531,1.135541458,1.256375562
532,1.160217955,1.229778274
533,1.165675954,1.198216383
534,1.168990454,1.171092866
535,1.14524759,1.161863733
536,1.133121879,1.183826193
537,1.130311831,1.135541458
538,1.127269718,1.160217955
539,1.091710511,1.165675954
540,1.087774194,1.168990454
541,1.09636629,1.14524759
542,1.095681354,1.133121879
543,1.084720956,1.130311831
544,1.030904386,1.127269718
545,0.994448695,1.091710511
546,0.960797329,1.087774194
547,0.906480654,1.09636629
548,0.872049252,1.095681354
549,0.834698993,1.084720956
550,0.789241512,1.030904386
551,0.739511148,0.994448695
552,0.692342716,0.960797329
553,0.646421143,0.906480654
554,0.587160568,0.872049252
555,0.525416511,0.834698993
556,0.474817997,0.789241512
557,0.390159933,0.739511148
558,0.282199941,0.692342716
559,0.225479847,0.646421143
560,0.138527498,0.587160568
561,0.140145488,0.525416511
562,0.113076866,0.474817997
563,0.102766823,0.390159933
564,0.076739659,0.282199941
565,0.018246128,0.225479847
566,-0.013807269,0.138527498
567,-0.044464018,0.140145488
568,-0.133683438,0.113076866
569,-0.154092912,0.102766823
570,-0.226042764,0.076739659
571,-0.305577543,0.018246128
572,-0.323591582,-0.013807269
573,-0.381325192,-0.044464018
574,-0.449660822,-0.133683438
575,-0.448988087,-0.154092912
576,-0.539149454,-0.226042764
577,-0.596265697,-0.305577543
578,-0.592081884,-0.323591582
579,-0.537402359,-0.381325192
580,-0.562366839,-0.449660822
581,-0.558584302,-0.448988087
582,-0.612479334,-0.539149454
583,-0.567836866,-0.596265697
584,-0.604418919,-0.592081884
585,-0.708408369,-0.537402359
586,-0.718316582,-0.562366839
587,-0.724761867,-0.558584302
588,-0.757799057,-0.612479334
589,-0.755716703,-0.567836866
590,-0.718071529,-0.604418919
591,-0.761357808,-0.708408369
592,-0.744189857,-0.718316582
593,-0.771059057,-0.724761867
594,-0.718012248,-0.757799057
595,-0.691181945,-0.755716703
596,-0.695864668,-0.718071529
597,-0.673411256,-0.761357808
598,-0.669417464,-0.744189857
599,-0.630553791,-0.771059057
600,-0.610483957,-0.718012248
601,-0.546393748,-0.691181945
602,-0.437677219,-0.695864668
603,-0.399542899,-0.673411256
604,-0.342744799,-0.669417464
605,-0.299485447,-0.630553791
606,-0.282029553,-0.610483957
607,-0.231735615,-0.546393748
608,-0.164229972,-0.437677219
609,-0.099160251,-0.399542899
610,-0.054177682,-0.342744799
611,-0.017503648,-0.299485447
612,0.082712313,-0.282029553
613,0.155921913,-0.231735615
614,0.244465282,-0.164229972
615,0.270245698,-0.099160251
616,0.361956844,-0.054177682
617,0.364128991,-0.017503648
618,0.427649843,0.082712313
619,0.477657624,0.155921913
620,0.532228173,0.244465282
621,0.569137639,0.270245698
622,0.648263981,0.361956844
623,0.715126648,0.364128991
624,0.771151789,0.427649843
625,0.885588467,0.477657624
626,0.96761112,0.532228173
627,1.022262608,0.569137639
628,1.070228899,0.648263981
629,1.055576695,0.715126648
630,1.08229857,0.771151789
631,1.113080843,0.885588467
632,1.132484477,0.96761112
633,1.172727535,1.022262608
634,1.272175737,1.070228899
635,1.329291906,1.055576695
636,1.36146105,1.08229857
637,1.365382142,1.113080843
638,1.431480831,1.132484477
639,1.458764951,1.172727535
640,1.550025996,1.272175737
641,1.58568992,1.329291906
642,1.659332615,1.36146105
643,1.700775137,1.365382142
644,1.727627828,1.431480831
645,1.753853588,1.458764951
646,1.793467371,1.550025996
647,1.81031605,1.58568992
648,1.776523851,1.659332615
649,1.730386478,1.700775137
650,1.718404991,1.727627828
651,1.700820066,1.753853588
652,1.712955935,1.793467371
653,1.711945994,1.81031605
654,1.727982763,1.776523851
655,1.719087838,1.730386478
656,1.732289873,1.718404991
657,1.735993898,1.700820066
658,1.761233128,1.712955935
659,1.721216538,1.711945994
660,1.647423109,1.727982763
661,1.611373461,1.719087838
662,1.615277503,1.732289873
663,1.573424467,1.735993898
664,1.534958187,1.761233128
665,1.468925393,1.721216538
666,1.410649364,1.647423109
667,1.374778447,1.611373461
668,1.288276755,1.615277503
669,1.249897741,1.573424467
670,1.215006188,1.534958187
671,1.171619874,1.468925393
672,1.136731153,1.410649364
673,1.075605629,1.374778447
674,1.074021944,1.288276755
675,1.055779549,1.249897741
676,0.986698716,1.215006188
677,0.938906924,1.171619874
678,0.871707463,1.136731153
679,0.864311495,1.075605629
680,0.812551764,1.074021944
681,0.72626239,1.055779549
682,0.703618407,0.986698716
683,0.673218575,0.938906924
684,0.61701276,0.871707463
685,0.550616215,0.864311495
686,0.487510491,0.812551764
687,0.435688963,0.72626239
688,0.35285331,0.703618407
689,0.360136439,0.673218575
690,0.308999349,0.61701276
691,0.32988593,0.550616215
692,0.268220659,0.487510491
693,0.214999797,0.435688963
694,0.160063162,0.35285331
695,0.143842957,0.360136439
696,0.131711812,0.308999349
697,0.099437808,0.32988593
698,0.094334963,0.268220659
699,0.091365892,0.214999797
700,0.085030189,0.160063162
701,0.035998875,0.143842957
702,-0.034047822,0.131711812
703,-0.117356588,0.099437808
704,-0.193464616,0.094334963
705,-0.231728764,0.091365892
706,-0.298398241,0.085030189
707,-0.325908478,0.035998875
708,-0.301004048,-0.034047822
709,-0.325517648,-0.117356588
710,-0.402102618,-0.193464616
711,-0.390697362,-0.231728764
712,-0.410284788,-0.298398241
713,-0.436032,-0.325908478
714,-0.452160984,-0.301004048
715,-0.498855465,-0.325517648
716,-0.500938381,-0.402102618
717,-0.477455557,-0.390697362
718,-0.507240869,-0.410284788
719,-0.484552331,-0.436032
720,-0.458151815,-0.452160984
721,-0.466193515,-0.498855465
722,-0.422355963,-0.500938381
723,-0.444055416,-0.477455557
724,-0.413286408,-0.507240869
725,-0.398469078,-0.484552331
726,-0.379457474,-0.458151815
727,-0.343455829,-0.466193515
728,-0.310765398,-0.422355963
729,-0.344180669,-0.444055416
730,-0.354701713,-0.413286408
731,-0.356488224,-0.398469078
732,-0.329929291,-0.379457474
733,-0.269733394,-0.343455829
734,-0.199098398,-0.310765398
735,-0.138986284,-0.344180669
736,-0.092927322,-0.354701713
737,-0.081357066,-0.356488224
738,-0.001048269,-0.329929291
739,0.046752188,-0.269733394
740,0.053516836,-0.199098398
741,0.080623829,-0.138986284
742,0.166190935,-0.092927322
743,0.259259272,-0.081357066
744,0.278671353,-0.001048269
745,0.393978497,0.046752188
746,0.472162674,0.053516836
747,0.539827211,0.080623829
748,0.553155065,0.166190935
749,0.670578231,0.259259272
750,0.718761005,0.278671353
751,0.744798806,0.393978497
752,0.78042734,0.472162674
753,0.825865089,0.539827211
754,0.842928283,0.553155065
755,0.909534436,0.670578231
756,0.952365089,0.718761005
757,0.943601092,0.744798806
758,0.960654863,0.78042734
759,0.968331679,0.825865089
760,0.984945532,0.842928283
761,1.008236907,0.909534436
762,1.053115517,0.952365089
763,1.081272221,0.943601092
764,1.111100148,0.960654863
765,1.121509599,0.968331679
766,1.175048595,0.984945532
767,1.196418026,1.008236907
768,1.286805707,1.053115517
769,1.284712325,1.081272221
770,1.307172016,1.111100148
771,1.369440389,1.121509599
772,1.352754651,1.175048595
773,1.339854614,1.196418026
774,1.319419712,1.286805707
775,1.327471634,1.284712325
776,1.327968717,1.307172016
777,1.341880281,1.369440389
778,1.381658392,1.352754651
779,1.347657967,1.339854614
780,1.335322634,1.319419712
781,1.345085082,1.327471634
782,1.261128495,1.327968717
783,1.236901282,1.341880281
784,1.212434783,1.381658392
785,1.180854758,1.347657967
786,1.174735992,1.335322634
787,1.191738955,1.345085082
788,1.155156242,1.261128495
789,1.201993712,1.236901282
790,1.155780212,1.212434783
791,1.127532632,1.180854758
792,1.105901886,1.174735992
793,1.027647201,1.191738955
794,1.009596227,1.155156242
795,0.975991537,1.201993712
796,0.944851433,1.155780212
797,0.93964503,1.127532632
798,0.901756252,1.105901886
799,0.8956473,1.027647201
800,0.811513354,1.009596227
801,0.760070415,0.975991537
802,0.754729114,0.944851433
803,0.706467902,0.93964503
804,0.621516621,0.901756252
805,0.537764681,0.8956473
806,0.465788453,0.811513354
807,0.375820455,0.760070415
808,0.34203524,0.754729114
809,0.204147606,0.706467902
810,0.12851779,0.621516621
811,0.034944641,0.537764681
812,-0.05805969,0.465788453
813,-0.12572734,0.375820455
814,-0.213976147,0.34203524
815,-0.24815587,0.204147606
816,-0.321527857,0.12851779
817,-0.386823495,0.034944641
818,-0.407798195,-0.05805969
819,-0.445599229,-0.12572734
820,-0.486995854,-0.213976147
821,-0.532051835,-0.24815587
822,-0.610316856,-0.321527857
823,-0.642565934,-0.386823495
824,-0.616437218,-0.407798195
825,-0.663418059,-0.445599229
826,-0.731976627,-0.486995854
827,-0.814936649,-0.532051835
828,-0.908755576,-0.610316856
829,-0.951204822,-0.642565934
830,-0.997856595,-0.616437218
831,-0.99276945,-0.663418059
832,-1.020828625,-0.731976627
833,-1.023474122,-0.814936649
834,-1.025072789,-0.908755576
835,-1.006352807,-0.951204822
836,-1.032537928,-0.997856595
837,-1.016260194,-0.99276945
838,-1.013837803,-1.020828625
839,-1.056414314,-1.023474122
840,-1.095346552,-1.025072789
841,-1.086514586,-1.006352807
842,-1.098221893,-1.032537928
843,-1.166834504,-1.016260194
844,-1.155613933,-1.013837803
845,-1.141786463,-1.056414314
846,-1.127437548,-1.095346552
847,-1.069022722,-1.086514586
848,-1.068483343,-1.098221893
849,-1.10121781,-1.166834504
850,-1.063567385,-1.155613933
851,-1.03862385,-1.141786463
852,-0.997446265,-1.127437548
853,-0.952600776,-1.069022722
854,-0.921208663,-1.068483343
855,-0.909704743,-1.10121781
856,-0.880966998,-1.063567385
857,-0.853201788,-1.03862385
858,-0.832934132,-0.997446265
859,-0.791686602,-0.952600776
860,-0.757439015,-0.921208663
861,-0.716333162,-0.909704743
862,-0.709445168,-0.880966998
863,-0.675967337,-0.853201788
864,-0.668202422,-0.832934132
865,-0.656519147,-0.791686602
866,-0.567463809,-0.757439015
867,-0.552495587,-0.716333162
868,-0.489623589,-0.709445168
869,-0.494055402,-0.675967337
870,-0.448376754,-0.668202422
871,-0.366313808,-0.656519147
872,-0.292008284,-0.567463809
873,-0.265334624,-0.552495587
874,-0.190464438,-0.489623589
875,-0.152187143,-0.494055402
876,-0.132724086,-0.448376754
877,-0.121087165,-0.366313808
878,-0.134949922,-0.292008284
879,-0.071705852,-0.265334624
880,0.000472394,-0.190464438
881,0.099933047,-0.152187143
882,0.135113892,-0.132724086
883,0.170018571,-0.121087165
884,0.196550889,-0.134949922
885,0.24914911,-0.071705852
886,0.295528123,0.000472394
887,0.288378693,0.099933047
888,0.341805092,0.135113892
889,0.396529424,0.170018571
890,0.439584723,0.196550889
891,0.465292954,0.24914911
892,0.43657782,0.295528123
893,0.469126483,0.288378693
894,0.493097731,0.341805092
895,0.503685032,0.396529424
896,0.528810899,0.439584723
897,0.542530555,0.465292954
898,0.563234454,0.43657782
899,0.575685279,0.469126483
900,0.574684105,0.493097731
901,0.551225151,0.503685032
902,0.521267222,0.528810899
903,0.538353196,0.542530555
904,0.541094893,0.563234454
905,0.555253801,0.575685279
906,0.567840163,0.574684105
907,0.560208306,0.551225151
908,0.614167362,0.521267222
909,0.589873302,0.538353196
910,0.580991551,0.541094893
911,0.55165798,0.555253801
912,0.524588013,0.567840163
913,0.474019983,0.560208306
914,0.474860455,0.614167362
915,0.435522696,0.589873302
916,0.431145737,0.580991551
917,0.437437711,0.55165798
918,0.40764499,0.524588013
919,0.359868984,0.474019983
920,0.336539874,0.474860455
921,0.319388201,0.435522696
922,0.303124111,0.431145737
923,0.223242145,0.437437711
924,0.230577518,0.40764499
925,0.161740801,0.359868984
926,0.07583255,0.336539874
927,0.051216214,0.319388201
928,-0.004624104,0.303124111
929,-0.047264184,0.223242145
930,-0.087499883,0.230577518
931,-0.081359285,0.161740801
932,-0.125130503,0.07583255
933,-0.15941906,0.051216214
934,-0.219495457,-0.004624104
935,-0.291338678,-0.047264184
936,-0.314256893,-0.087499883
937,-0.345827797,-0.081359285
938,-0.346384347,-0.125130503
939,-0.42028425,-0.15941906
940,-0.458072979,-0.219495457
941,-0.482881434,-0.291338678
942,-0.583605034,-0.314256893
943,-0.671284293,-0.345827797
944,-0.702803895,-0.346384347
945,-0.741564941,-0.42028425
946,-0.806575762,-0.458072979
