,sinus,noisy_sin_missing_values
131,0.5086614643723737,0.5086614643723737
132,0.592073514707223,0.592073514707223
133,0.6695697621966024,0.6695697621966024
134,0.7403758899524486,0.7403758899524486
135,0.803784426551621,0.803784426551621
136,0.8591618148564958,0.8591618148564958
137,0.9059547423084618,
138,0.9436956694441048,0.9436956694441048
139,0.9720075013949759,0.9720075013949759
140,0.9906073556948704,
141,0.9993093887479176,0.9993093887479176
142,0.9980266527163617,
143,0.9867719642746133,0.9867719642746133
144,0.9656577765492774,0.9656577765492774
145,0.934895055524683,
146,0.8947911721405042,0.8947911721405042
147,0.8457468311429343,0.8457468311429343
148,0.7882520673753163,0.7882520673753163
149,0.722881349511976,0.722881349511976
150,0.6502878401571168,0.6502878401571168
151,0.5711968696599886,
152,0.48639868885379967,0.48639868885379967
153,0.39674057313061206,0.39674057313061206
154,0.30311835674570226,0.30311835674570226
155,0.2064674819377966,0.2064674819377966
156,0.10775365229944406,
157,0.007963183785937343,
158,-0.09190685022768164,-0.09190685022768164
159,-0.19085858137418937,-0.19085858137418937
160,-0.2879033166650653,
161,-0.3820714171840091,-0.3820714171840091
162,-0.47242198639846616,-0.47242198639846616
163,-0.5580522712867794,
164,-0.6381066823479474,-0.6381066823479474
165,-0.711785342369123,-0.711785342369123
166,-0.7783520785342984,-0.7783520785342984
167,-0.8371417780197468,
168,-0.8875670335815046,-0.8875670335815046
169,-0.9291240127343684,-0.9291240127343684
170,-0.9613974918795568,-0.9613974918795568
171,-0.9840650050816434,-0.9840650050816434
172,-0.9969000660415961,
173,-0.9997744310730111,-0.9997744310730111
174,-0.9926593804706332,
175,-0.9756260054681576,-0.9756260054681576
176,-0.948844497918124,-0.948844497918124
177,-0.9125824497911845,-0.9125824497911845
178,-0.8672021794855813,-0.8672021794855813
179,-0.8131571116614885,-0.8131571116614885
180,-0.7509872467716762,-0.7509872467716762
181,-0.6813137655554999,-0.6813137655554999
182,-0.6048328224062841,
183,-0.5223085896267315,-0.5223085896267315
184,-0.43456562207189675,
185,-0.34248061846961253,-0.34248061846961253
186,-0.2469736617366209,
187,-0.1489990258141988,-0.1489990258141988
188,-0.04953564087836742,-0.04953564087836742
189,0.05042268780681122,0.05042268780681122
190,0.14987720966295234,0.14987720966295234
191,0.24783420798295983,0.24783420798295983
192,0.3433149288198954,0.3433149288198954
193,0.4353653603728932,0.4353653603728932
194,0.5230657651576964,0.5230657651576964
195,0.605539869719601,0.605539869719601
196,0.6819636200681356,0.6819636200681356
197,0.7515734153521483,
198,0.8136737375071054,
199,0.8676441006416673,0.8676441006416673
200,0.9129452507276277,
201,0.9491245536478946,0.9491245536478946
202,0.9758205177669755,
203,0.9927664058359071,0.9927664058359071
204,0.9997929001426692,0.9997929001426692
205,0.9968297942787993,0.9968297942787993
206,0.9839066946186161,0.9839066946186161
207,0.9611527245021165,0.9611527245021165
208,0.9287952340772404,0.9287952340772404
209,0.8871575286923511,0.8871575286923511
210,0.8366556385360561,0.8366556385360561
211,0.7777941618010928,0.7777941618010928
212,0.7111612229059825,
213,0.6374225961502389,0.6374225961502389
214,0.5573150535176614,
215,0.47163900309419615,
216,0.3812504916549401,0.3812504916549401
217,0.28705265132772845,
218,0.18998667579543774,0.18998667579543774
219,0.09102241619984787,0.09102241619984787
220,-0.008851309290403876,-0.008851309290403876
221,-0.10863659542407976,-0.10863659542407976
222,-0.20733642060675878,-0.20733642060675878
223,-0.30396460881104703,-0.30396460881104703
224,-0.3975556831214329,
225,-0.4871745124605095,-0.4871745124605095
226,-0.5719256551095638,
227,-0.6509623056662469,-0.6509623056662469
228,-0.723494756044245,
229,-0.7887982859754165,-0.7887982859754165
230,-0.8462204041751706,-0.8462204041751706
231,-0.8951873678196818,-0.8951873678196818
232,-0.9352099151945389,
233,-0.9658881542360704,-0.9658881542360704
234,-0.9869155581206488,-0.9869155581206488
235,-0.9980820279793963,-0.9980820279793963
236,-0.9992759921366277,-0.9992759921366277
237,-0.9904855208971565,
238,-0.9717984457438633,-0.9717984457438633
239,-0.9434014817545555,-0.9434014817545555
240,-0.9055783620066238,-0.9055783620066238
241,-0.8587070026099295,-0.8587070026099295
242,-0.8032557266939547,-0.8032557266939547
243,-0.7397785850778934,-0.7397785850778934
244,-0.6689098203780243,-0.6689098203780243
245,-0.5913575298651244,-0.5913575298651244
246,-0.5078965903906221,-0.5078965903906221
247,-0.41936091607323134,-0.41936091607323134
248,-0.32663512610472223,-0.32663512610472223
249,-0.23064570592739567,-0.23064570592739567
250,-0.13235175009777303,-0.13235175009777303
251,-0.03273537933084532,-0.03273537933084532
252,0.06720807252547492,0.06720807252547492
253,0.16648000353715925,0.16648000353715925
254,0.2640885213844694,0.2640885213844694
255,0.3590583540221683,0.3590583540221683
256,0.4504405942753893,0.4504405942753893
257,0.5373221810064718,
258,0.6188350221200393,0.6188350221200393
259,0.694164668252242,0.694164668252242
260,0.7625584504796027,0.7625584504796027
261,0.8233330007380816,
262,0.8758810798108894,0.8758810798108894
263,0.9196776446620198,0.9196776446620198
264,0.9542850944926969,
265,0.979357643103917,0.979357643103917
266,0.9946447738778381,
267,0.9999937428570207,
268,0.9953511049115591,0.9953511049115591
269,0.9807632477451529,0.9807632477451529
270,0.956375928404503,0.956375928404503
271,0.9224328169230858,0.9224328169230858
272,0.8792730616507243,0.8792730616507243
273,0.8273279005953786,
274,0.7671163526355301,0.7671163526355301
275,0.6992400316550977,0.6992400316550977
276,0.6243771354163914,0.6243771354163914
277,0.5432756692322478,0.5432756692322478
278,0.4567459721441928,0.4567459721441928
279,0.36565262028262135,
280,0.27090578830786904,0.27090578830786904
281,0.1734521552458921,0.1734521552458921
282,0.07426544558436131,0.07426544558436131
283,-0.02566329986055949,
284,-0.12533562609642912,
285,-0.22375564018679642,
286,-0.3199399618841981,-0.3199399618841981
287,-0.4129275492405401,-0.4129275492405401
288,-0.5017893010205741,
289,-0.5856373399742976,-0.5856373399742976
290,-0.6636338842129675,-0.6636338842129675
291,-0.7349996180487777,-0.7349996180487777
292,-0.7990214786596137,-0.7990214786596137
293,-0.8550597807770702,-0.8550597807770702
294,-0.9025546082101854,-0.9025546082101854
295,-0.9410314083429535,-0.9410314083429535
296,-0.9701057337071853,-0.9701057337071853
297,-0.9894870832545352,-0.9894870832545352
298,-0.9989818049469494,-0.9989818049469494
299,-0.9984950306638146,-0.9984950306638146
300,-0.9880316240928618,-0.9880316240928618
301,-0.9676961321338052,
302,-0.9376917403002811,-0.9376917403002811
303,-0.8983182425573547,-0.8983182425573547
304,-0.8499690458793281,-0.8499690458793281
305,-0.7931272394572851,-0.7931272394572851
306,-0.7283607678315934,
307,-0.6563167561777904,-0.6563167561777904
308,-0.5777150444457317,-0.5777150444457317
309,-0.4933409949567783,-0.4933409949567783
310,-0.404037645323065,-0.404037645323065
311,-0.3106972850943722,-0.3106972850943722
312,-0.2142525402958877,-0.2142525402958877
313,-0.11566705493723693,-0.11566705493723693
314,-0.0159258626001018,-0.0159258626001018
315,0.08397445569174683,0.08397445569174683
316,0.183035728980588,0.183035728980588
317,0.2802681697690195,0.2802681697690195
318,0.374700263649462,
319,0.46538847635495545,0.46538847635495545
320,0.5514266812416906,0.5514266812416906
321,0.631955213006885,0.631955213006885
322,0.7061694571803344,0.7061694571803344
323,0.7733278895662207,
324,0.8327594853077798,0.8327594853077798
325,0.8838704235458307,0.8838704235458307
326,0.9261500206805285,0.9261500206805285
327,0.9591758329530804,0.9591758329530804
328,0.9826178773641395,0.9826178773641395
329,0.9962419287548636,0.9962419287548636
330,0.9999118601072672,
331,0.9935910026803949,0.9935910026803949
332,0.9773425123922587,0.9773425123922587
333,0.9513287387867827,0.9513287387867827
334,0.915809602890819,0.915809602890819
335,0.8711400001691764,0.8711400001691764
336,0.8177662545264418,0.8177662545264418
337,0.756221658786063,0.756221658786063
338,0.6871211462047443,0.6871211462047443
339,0.611155146262596,
340,0.5290826861200238,
341,0.4417238066692238,0.4417238066692238
342,0.3499513689566622,0.3499513689566622
343,0.2546823328440351,0.2546823328440351
344,0.15686859504841,0.15686859504841
345,0.057487478104924564,0.057487478104924564
346,-0.04246803471695152,-0.04246803471695152
347,-0.1419992209740017,-0.1419992209740017
348,-0.24011159795377449,-0.24011159795377449
349,-0.3358248592171419,-0.3358248592171419
350,-0.428182669496151,-0.428182669496151
351,-0.516262220079927,
352,-0.5991834492142653,-0.5991834492142653
353,-0.6761178353877643,-0.6761178353877643
354,-0.7462966756449163,
355,-0.8090187662119065,-0.8090187662119065
356,-0.863657408692956,-0.863657408692956
357,-0.9096666718335282,-0.9096666718335282
358,-0.9465868462849605,-0.9465868462849605
359,-0.9740490378683264,-0.9740490378683264
360,-0.9917788534431158,-0.9917788534431158
361,-0.9995991425528029,-0.9995991425528029
362,-0.9974317674536479,-0.9974317674536479
363,-0.9852983838412038,-0.9852983838412038
364,-0.9633202244737609,-0.9633202244737609
365,-0.9317168878547055,
366,-0.8908041440768614,-0.8908041440768614
367,-0.8409907797521016,-0.8409907797521016
368,-0.7827745135506544,
369,-0.7167370231606575,-0.7167370231606575
370,-0.6435381333569995,
371,-0.5639092232502625,-0.5639092232502625
372,-0.478645918588415,
373,-0.38860014212734334,-0.38860014212734334
374,-0.2946716015002576,-0.2946716015002576
375,-0.19779879963646227,-0.19779879963646227
376,-0.09894965755028955,-0.09894965755028955
377,0.0008881568057175921,0.0008881568057175921
378,0.10071709699250053,0.10071709699250053
379,0.1995397052387874,0.1995397052387874
380,0.2963685787093853,0.2963685787093853
381,0.39023623530794616,0.39023623530794616
382,0.480204780438259,0.480204780438259
383,0.5653752781370229,0.5653752781370229
384,0.6448967329448674,0.6448967329448674
385,0.7179745927716441,0.7179745927716441
386,0.783878687798293,0.783878687798293
387,0.8419505260923049,0.8419505260923049
388,0.8916098730414407,0.8916098730414407
389,0.932360548866189,
390,0.9637953862840878,0.9637953862840878
391,0.985600298790633,0.985600298790633
392,0.9975574189078051,
393,0.999547275043892,0.999547275043892
394,0.9915499852141411,
395,0.9736454556949781,0.9736454556949781
396,0.9460125826269081,0.9460125826269081
397,0.9089274645434138,0.9089274645434138
398,0.8627606436856788,
399,0.8079734036669851,0.8079734036669851
400,0.7451131604793488,0.7451131604793488
401,0.6748079928938668,0.6748079928938668
402,0.5977603669052548,0.5977603669052548
403,0.5147401169238381,0.5147401169238381
404,0.42657675384457316,0.42657675384457316
405,0.33415117684842055,0.33415117684842055
406,0.23838687174889206,0.23838687174889206
407,0.1402406838270716,0.1402406838270716
408,0.040693257349864856,
409,-0.05926076270338633,-0.05926076270338633
410,-0.158622668804709,
411,-0.256399669633018,-0.256399669633018
412,-0.3516148097168163,-0.3516148097168163
413,-0.4433167308503208,-0.4433167308503208
414,-0.5305891777502036,-0.5305891777502036
415,-0.6125601529754698,-0.6125601529754698
416,-0.6884106296376704,-0.6884106296376704
417,-0.7573827348468307,-0.7573827348468307
418,-0.8187873221268436,-0.8187873221268436
419,-0.8720108571392737,-0.8720108571392737
420,-0.9165215479156338,-0.9165215479156338
421,-0.9518746583469646,-0.9518746583469646
422,-0.9777169518400209,-0.9777169518400209
423,-0.9937902207405457,-0.9937902207405457
424,-0.9999338662588036,-0.9999338662588036
425,-0.996086503119594,
426,-0.9822865729036345,-0.9822865729036345
427,-0.9586719599519926,-0.9586719599519926
428,-0.9254786136713307,-0.9254786136713307
429,-0.8830381910054188,-0.8830381910054188
430,-0.8317747426285983,-0.8317747426285983
431,-0.7722004759716072,-0.7722004759716072
432,-0.7049106374142481,-0.7049106374142481
433,-0.630577564780328,-0.630577564780328
434,-0.5499439695603477,-0.5499439695603477
435,-0.46381551598382736,-0.46381551598382736
436,-0.3730527710886221,-0.3730527710886221
437,-0.27856260621955026,-0.27856260621955026
438,-0.1812891358696948,-0.1812891358696948
439,-0.0822042844004434,
440,0.017701925105413577,0.017701925105413577
441,0.11743126282709573,0.11743126282709573
442,0.2159872661882241,0.2159872661882241
443,0.31238519618149074,
444,0.40566187655533587,0.40566187655533587
445,0.4948853175526281,0.4948853175526281
446,0.5791640280442709,
447,0.6576559230138694,0.6576559230138694
448,0.7295767373928534,0.7295767373928534
449,0.7942078621778189,0.7942078621778189
450,0.8509035245341184,0.8509035245341184
451,0.899097240144582,0.899097240144582
452,0.9383074733335544,0.9383074733335544
453,0.9681424484121893,0.9681424484121893
454,0.988304064171637,0.988304064171637
455,0.9985908724117705,0.9985908724117705
456,0.9989000907450211,0.9989000907450211
457,0.9892286295640171,0.9892286295640171
458,0.9696731229119208,0.9696731229119208
459,0.940428962947006,0.940428962947006
460,0.9017883476488092,
461,0.8541373612725007,0.8541373612725007
462,0.7979521167226309,0.7979521167226309
463,0.7337939983903741,0.7337939983903741
464,0.6623040529862428,0.6623040529862428
465,0.5841965844132856,0.5841965844132856
466,0.500252016678587,0.500252016678587
467,0.4113090961545671,0.4113090961545671
468,0.3182565111024882,0.3182565111024882
469,0.22202401219308238,0.22202401219308238
470,0.123573122745224,0.123573122745224
471,0.023887531502738858,0.023887531502738858
472,-0.07603673605835357,-0.07603673605835357
473,-0.17520126968714714,-0.17520126968714714
474,-0.27261525014307375,
475,-0.36730534913419133,-0.36730534913419133
476,-0.45832545449176587,-0.45832545449176587
477,-0.544766123410311,-0.544766123410311
478,-0.6257636692994736,-0.6257636692994736
479,-0.7005087914549692,-0.7005087914549692
480,-0.7682546613236668,-0.7682546613236668
481,-0.8283243845676455,-0.8283243845676455
482,-0.880117764368662,-0.880117764368662
483,-0.9231172983963569,
484,-0.9568933495204878,
485,-0.981108438603097,-0.981108438603097
486,-0.9955206164785154,-0.9955206164785154
487,-0.9999858814294444,-0.9999858814294444
488,-0.9944596180045154,-0.9944596180045154
489,-0.9789970428011298,-0.9789970428011298
490,-0.9537526527594719,-0.9537526527594719
491,-0.918978681480152,-0.918978681480152
492,-0.8750225789894467,-0.8750225789894467
493,-0.8223235401334913,-0.8223235401334913
494,-0.7614081162885409,-0.7614081162885409
495,-0.6928849542336957,-0.6928849542336957
496,-0.6174387147534618,-0.6174387147534618
497,-0.5358232317335149,
498,-0.4488539801017046,-0.4488539801017046
499,-0.3573999278721113,
500,-0.26237485370392877,-0.26237485370392877
501,-0.1647282167271322,-0.1647282167271322
502,-0.06543566986070695,-0.06543566986070695
503,0.03451068858880273,0.03451068858880273
504,0.13411222764565714,0.13411222764565714
505,0.23237376165548454,0.23237376165548454
506,0.3283134938514034,0.3283134938514034
507,0.42097282614277115,0.42097282614277115
508,0.5094259371104293,0.5094259371104293
509,0.5927890325083126,0.5927890325083126
510,0.6702291758433747,0.6702291758433747
511,0.7409726108017196,0.7409726108017196
512,0.8043124923659141,0.8043124923659141
513,0.8596159493767461,0.8596159493767461
514,0.9063304079726637,0.9063304079726637
515,0.9439891127251193,0.9439891127251193
516,0.972215790304539,0.972215790304539
517,0.9907284090790484,0.9907284090790484
518,0.9993419970813103,0.9993419970813103
519,0.9979704901872812,
520,0.9866275920404853,0.9866275920404853
521,0.9654266371297417,0.9654266371297417
522,0.9345794583884147,0.9345794583884147
523,0.8943942706297692,0.8943942706297692
524,0.8452725909664269,0.8452725909664269
525,0.7877052269841179,0.7877052269841179
526,0.722267372754513,0.722267372754513
527,0.6496128616861957,0.6496128616861957
528,0.5704676336373782,0.5704676336373782
529,0.48562248156477883,0.48562248156477883
530,0.39592515018183416,0.39592515018183416
531,0.3022718655737269,0.3022718655737269
532,0.20559838040260117,0.20559838040260117
533,0.10687062417628851,
534,0.007075051999930937,0.007075051999930937
535,-0.09279121175730869,-0.09279121175730869
536,-0.19173033639936585,
537,-0.2887537548977434,-0.2887537548977434
538,-0.3828920413264772,-0.3828920413264772
539,-0.47320459704556483,-0.47320459704556483
540,-0.5587890488516163,-0.5587890488516163
541,-0.6387902651926438,
542,-0.712408900359854,
543,-0.7789093812857372,-0.7789093812857372
544,-0.8376272571470276,-0.8376272571470276
545,-0.8879758383376634,
546,-0.929452058477416,-0.929452058477416
547,-0.9616415008848646,-0.9616415008848646
548,-0.9842225392918875,-0.9842225392918875
549,-0.996969551427024,-0.996969551427024
550,-0.9997551733586199,-0.9997551733586199
551,-0.9925515720731387,-0.9925515720731387
552,-0.975430723573431,-0.975430723573431
553,-0.9485636937183082,-0.9485636937183082
554,-0.9122189289890194,-0.9122189289890194
555,-0.8667595742607592,-0.8667595742607592
556,-0.812639844379108,-0.812639844379108
557,-0.7504004857954386,-0.7504004857954386
558,-0.6806633736071279,-0.6806633736071279
559,-0.6041252979871271,-0.6041252979871271
560,-0.5215510020869119,
561,-0.433765540975684,
562,-0.3416460379628515,
563,-0.2461129206718663,-0.2461129206718663
564,-0.14812072443163635,-0.14812072443163635
565,-0.04864855487508726,-0.04864855487508726
566,0.051309694960699495,
567,0.1507552752851691,
568,0.24869455873205093,
569,0.3441489683555804,0.3441489683555804
570,0.43616475524782494,0.43616475524782494
571,0.5238225280825324,0.5238225280825324
572,0.6062464393693456,0.6062464393693456
573,0.6826129366324043,0.6826129366324043
574,0.7521589910744745,
575,0.8141897215084345,0.8141897215084345
576,0.8680853373804215,0.8680853373804215
577,0.9133073315121647,0.9133073315121647
578,0.9494038606867011,0.9494038606867011
579,0.9760142603164502,0.9760142603164502
580,0.9928726480845371,0.9928726480845371
581,0.9998105805530253,0.9998105805530253
582,0.9967587361940652,
583,0.9837476080276871,0.9837476080276871
584,0.9609071989456205,0.9609071989456205
585,0.9284657227653786,0.9284657227653786
586,0.8867473239932281,0.8867473239932281
587,0.8361688390794311,0.8361688390794311
588,0.7772356315262264,0.7772356315262264
589,0.7105365424627492,0.7105365424627492
590,0.6367380071391379,
591,0.5565773961257936,0.5565773961257936
592,0.4708556477503867,0.4708556477503867
593,0.38042926538684807,0.38042926538684807
594,0.2862017595567536,0.2862017595567536
595,0.18911462035089152,0.18911462035089152
596,0.09013791037146546,0.09013791037146546
597,-0.00973942781276056,-0.00973942781276056
598,-0.10951945285370121,-0.10951945285370121
599,-0.20820519572405266,-0.20820519572405266
600,-0.3048106211022167,-0.3048106211022167
601,-0.3983704795113227,
602,-0.4879499517729242,-0.4879499517729242
603,-0.572653989411214,-0.572653989411214
604,-0.6516362576815548,
605,-0.7241075918674496,-0.7241075918674496
606,-0.7893438823535511,-0.7893438823535511
607,-0.8466933096895727,-0.8466933096895727
608,-0.8955828573547701,-0.8955828573547701
609,-0.9355240371496152,-0.9355240371496152
610,-0.9661177700083929,-0.9661177700083929
611,-0.987058373465322,-0.987058373465322
612,-0.9981366159327038,-0.9981366159327038
613,-0.9992418072737845,-0.9992418072737845
614,-0.9903629047820123,-0.9903629047820123
615,-0.9715886235161092,-0.9715886235161092
616,-0.9431065498885319,
617,-0.9052012673640456,-0.9052012673640456
618,-0.8582515129958178,
619,-0.802726393209964,-0.802726393209964
620,-0.7391806966492228,-0.7391806966492228
621,-0.668249350908215,-0.668249350908215
622,-0.5906410785467989,-0.5906410785467989
623,-0.507131315768532,-0.507131315768532
624,-0.41855446451842543,
625,-0.32579555541456173,-0.32579555541456173
626,-0.22978140481468803,-0.22978140481468803
627,-0.13147135437353982,-0.13147135437353982
628,-0.03184768561815004,-0.03184768561815004
629,0.06809419468449814,
630,0.16735570030280691,0.16735570030280691
631,0.26494504308412953,0.26494504308412953
632,0.3598871425741427,0.3598871425741427
633,0.45123336869842146,0.45123336869842146
634,0.5380710201605928,0.5380710201605928
635,0.6195324438519512,0.6195324438519512
636,0.6948037041545392,
637,0.7631327155167837,0.7631327155167837
638,0.8238367570437177,0.8238367570437177
639,0.8763092940185007,0.8763092940185007
640,0.9200260381967907,0.9200260381967907
641,0.9545501863215905,0.9545501863215905
642,0.9795367845170094,0.9795367845170094
643,0.9947361749533432,0.9947361749533432
644,0.9999964903456066,0.9999964903456066
645,0.9952651713612277,0.9952651713612277
646,0.980589491775534,0.980589491775534
647,0.9561160861278065,0.9561160861278065
648,0.9220894845974522,0.9220894845974522
649,0.8788496697392535,0.8788496697392535
650,0.8268286794901034,
651,0.7665462903887128,0.7665462903887128
652,0.6986048241402639,0.6986048241402639
653,0.6236831294170677,0.6236831294170677
654,0.5425297990269575,0.5425297990269575
655,0.45595569022148996,0.45595569022148996
656,0.36482582287824245,0.36482582287824245
657,0.2700507365081657,0.2700507365081657
658,0.17257739244581813,
659,0.07337971212463937,0.07337971212463937
660,-0.026551154023966794,-0.026551154023966794
661,-0.12621672981821014,-0.12621672981821014
662,-0.22462118976982778,
663,-0.32078130904314506,-0.32078130904314506
664,-0.4137362875127194,
665,-0.5025573497604873,-0.5025573497604873
666,-0.5863570250928222,
667,-0.6642980148543038,-0.6642980148543038
668,-0.7356015584390794,-0.7356015584390794
669,-0.7995552144094876,-0.7995552144094876
670,-0.8555199789753223,-0.8555199789753223
671,-0.9029366707085427,-0.9029366707085427
672,-0.9413315176992298,-0.9413315176992298
673,-0.9703208913278909,-0.9703208913278909
674,-0.9896151393558494,-0.9896151393558494
675,-0.999021480034635,-0.999021480034635
676,-0.9984459283175113,-0.9984459283175113
677,-0.9878942349269819,-0.9878942349269819
678,-0.9674718288954816,-0.9674718288954816
679,-0.9373827641533214,-0.9373827641533214
680,-0.8979276806892913,-0.8979276806892913
681,-0.8495008006552434,
682,-0.7925859894286711,-0.7925859894286711
683,-0.7277519209898311,-0.7277519209898311
684,-0.6556463959192523,-0.6556463959192523
685,-0.5769898687885426,-0.5769898687885426
686,-0.4925682496163913,-0.4925682496163913
687,-0.40322505131547626,-0.40322505131547626
688,-0.3098529615903106,-0.3098529615903106
689,-0.21338492349669264,-0.21338492349669264
690,-0.11478481378318722,
691,-0.015037812153175139,
692,0.0848594423250458,0.0848594423250458
693,0.18390880930634296,
694,0.28112062025723483,0.28112062025723483
695,0.375523566896625,0.375523566896625
696,0.46617440618717204,0.46617440618717204
697,0.5521673849078803,0.5521673849078803
698,0.6326432896408476,0.6326432896408476
699,0.7067980317478022,0.7067980317478022
700,0.7738906815578891,0.7738906815578891
701,0.8332508714920985,
702,0.8842854941544844,
703,0.9264846284651933,
704,0.9594266346233836,0.9594266346233836
705,0.9827823669926928,0.9827823669926928
706,0.996318462815671,0.996318462815671
707,0.9998996738972931,0.9998996738972931
708,0.9934902179602213,
709,0.9771541361694929,0.9771541361694929
710,0.9510546532543747,
711,0.9154525466208107,0.9154525466208107
712,0.8707035407497848,0.8707035407497848
713,0.8172547529159183,
714,0.7556402257394118,0.7556402257394118
715,0.6864755912087755,
716,0.6104519194894429,0.6104519194894429
717,0.5283288139791364,0.5283288139791364
718,0.440926821601849,0.440926821601849
719,0.34911923417413226,0.34911923417413226
720,0.25382336276203626,0.25382336276203626
721,0.1559913722120709,0.1559913722120709
722,0.056600767434840576,
723,-0.04335537350085837,-0.04335537350085837
724,-0.14287832187593194,
