Unnamed: 0,noisy_sin,noisy_sin_random_missing,noisy_sin_regular_missing,noisy_sin_regular_missing_forwardfill,noisy_sin_regular_missing_globalmean,noisy_sin_regular_missing_meanlast30,noisy_sin_regular_missing_linearfit30,noisy_sin_regular_missing_cubicfit30,noisy_sin_random_missing_forwardfill,noisy_sin_random_missing_globalmean,noisy_sin_random_missing_meanlast30,noisy_sin_random_missing_linearfit30,noisy_sin_random_missing_cubicfit30
10,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944,0.32954130954159944
11,0.3858946719954069,0.3858946719954069,,0.32954130954159944,0.1465251218736342,0.1465251218736342,0.3876568132712012,0.3579600055859185,0.3858946719954069,0.3858946719954069,0.3858946719954069,0.3858946719954069,0.3858946719954069
12,0.4822675711097608,,0.4822675711097608,0.4822675711097608,0.4822675711097608,0.4822675711097608,0.4822675711097608,0.4822675711097608,0.3858946719954069,0.1727688341098869,0.1727688341098869,0.4178629275157382,0.41718547549221374
13,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544,0.5237976601738544
14,0.5362890812193418,0.5362890812193418,,0.5237976601738544,0.19745476384051613,0.19745476384051613,0.5251975909406758,0.6233386028121577,0.5362890812193418,0.5362890812193418,0.5362890812193418,0.5362890812193418,0.5362890812193418
15,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506,0.5865075482037506
16,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026,0.6080718822843026
17,0.6415420332261265,,,0.6080718822843026,0.2444941698879879,0.2444941698879879,0.6451602766001305,0.7170492523065848,0.6080718822843026,0.2647447656064576,0.2647447656064576,0.6362160775338854,0.688907932365048
18,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675,0.7014833929003675
19,0.7138173240815462,,0.7138173240815462,0.7138173240815462,0.7138173240815462,0.7138173240815462,0.7138173240815462,0.7138173240815462,0.7014833929003675,0.28773100914824234,0.28773100914824234,0.7174349613418989,0.7769443188574053
20,0.7420870660640138,0.7420870660640138,,0.7138173240815462,0.29080978874828484,0.29080978874828484,0.7617433306194719,0.7863211813238684,0.7420870660640138,0.7420870660640138,0.7420870660640138,0.7420870660640138,0.7420870660640138
21,0.7471927816601753,,0.7471927816601753,0.7471927816601753,0.7471927816601753,0.7471927816601753,0.7471927816601753,0.7471927816601753,0.7420870660640138,0.30936701185851717,0.30936701185851717,0.7911524514411037,0.8233486631893066
22,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116,0.7672631254891116
23,0.7949107594548442,0.7949107594548442,,0.7672631254891116,0.33136789003753336,0.33136789003753336,0.8559601077167888,0.7955319123734075,0.7949107594548442,0.7949107594548442,0.7949107594548442,0.7949107594548442,0.7949107594548442
24,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596,0.7907120160117596
25,0.7996138218535254,,0.7996138218535254,0.7996138218535254,0.7996138218535254,0.7996138218535254,0.7996138218535254,0.7996138218535254,0.7907120160117596,0.36635840647372375,0.36635840647372375,0.9052440163856625,0.804370322211923
26,0.8085803134467933,0.8085803134467933,,0.7996138218535254,0.3670444307217725,0.3670444307217725,0.9323743274625508,0.7868005485268821,0.8085803134467933,0.8085803134467933,0.8085803134467933,0.8085803134467933,0.8085803134467933
27,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824,0.8056073788165824
28,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526,0.7871395055620526
29,0.7606626750376164,0.7606626750376164,,0.7871395055620526,0.3966533280643618,0.3966533280643618,0.9870341550213736,0.7516829719714722,0.7606626750376164,0.7606626750376164,0.7606626750376164,0.7606626750376164,0.7606626750376164
30,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593,0.7618006520411593
31,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499,0.7577019426879499
32,0.810465048641605,0.810465048641605,,0.7577019426879499,0.4193469511456239,0.4459672404799484,0.9788017729240835,0.7144996215506756,0.810465048641605,0.810465048641605,0.810465048641605,0.810465048641605,0.810465048641605
33,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566,0.7499544157803566
34,0.7474303563014821,,0.7474303563014821,0.7474303563014821,0.7474303563014821,0.7474303563014821,0.7474303563014821,0.7474303563014821,0.7499544157803566,0.4637420735391451,0.5183682363863108,0.9391120350464944,0.7159893574660652
35,0.7485459488763233,0.7485459488763233,,0.7474303563014821,0.4381666902824979,0.5013055306404397,0.973189776008344,0.6944752306019963,0.7485459488763233,0.7485459488763233,0.7485459488763233,0.7485459488763233,0.7485459488763233
36,0.7706857182793282,,0.7706857182793282,0.7706857182793282,0.7706857182793282,0.7706857182793282,0.7706857182793282,0.7706857182793282,0.7485459488763233,0.4716532922985112,0.5486823642593848,0.9409457284284569,0.7030162837437383
37,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804,0.770027519804804
38,0.7350105367942004,0.7350105367942004,,0.770027519804804,0.4556503707435277,0.5512432218468708,0.9554564984608316,0.7336709165799118,0.7350105367942004,0.7350105367942004,0.7350105367942004,0.7350105367942004,0.7350105367942004
39,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012,0.7176703958507012
40,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501,0.7108837083181501
41,0.6815058784844632,0.6815058784844632,,0.7108837083181501,0.4682663064186934,0.5924164734450688,0.9057493852841964,0.7339838574071179,0.6815058784844632,0.6815058784844632,0.6815058784844632,0.6815058784844632,0.6815058784844632
42,0.675656909231186,,0.675656909231186,0.675656909231186,0.675656909231186,0.675656909231186,0.675656909231186,0.675656909231186,0.6815058784844632,0.5015778536737435,0.6374899693262207,0.8413997743638711,0.7112277411808852
43,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262,0.6049973425708262
44,0.6176937602213339,0.6176937602213339,,0.6049973425708262,0.4760872527587986,0.6164324858480632,0.8364905556642347,0.6698975521727554,0.6176937602213339,0.6176937602213339,0.6176937602213339,0.6176937602213339,0.6176937602213339
45,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612,0.6221136367577612
46,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041,0.581776578830041
47,0.5620581192884646,,,0.581776578830041,0.4814429061645476,0.6307087694183063,0.7587852061701476,0.6071129214790986,0.581776578830041,0.510519766518105,0.6587111787167221,0.7106064435363624,0.5988029019850452
48,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354,0.5271867822186354
49,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637,0.4698044018334637
50,0.4325941087404504,0.4325941087404504,,0.4698044018334637,0.4821250135990077,0.6296389383049896,0.6653805603668419,0.4991154446901852,0.4325941087404504,0.4325941087404504,0.4325941087404504,0.4325941087404504,0.4325941087404504
51,0.4155546459236797,,0.4155546459236797,0.4155546459236797,0.4155546459236797,0.4155546459236797,0.4155546459236797,0.4155546459236797,0.4325941087404504,0.5085202761894431,0.6617861866430618,0.5878175257067582,0.4475443155596255
52,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854,0.36432505817854
53,0.3119357312393991,0.3119357312393991,,0.36432505817854,0.4786463282575776,0.616447369855311,0.5565813905951256,0.3699795675450252,0.3119357312393991,0.3119357312393991,0.3119357312393991,0.3119357312393991,0.3119357312393991
54,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435,0.26551711359562435
55,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025,0.2300895486493025
56,0.2137657846182864,0.2137657846182864,,0.2300895486493025,0.4704019355027521,0.5894593799952249,0.42919865995685336,0.2203870213385476,0.2137657846182864,0.2137657846182864,0.2137657846182864,0.2137657846182864,0.2137657846182864
57,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556,0.15118818388286556
58,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775,0.11502896871053775
59,0.07133294085034411,0.07133294085034411,,0.11502896871053775,0.4589682623093267,0.552655553911499,0.2922496211281932,0.09622182629102632,0.07133294085034411,0.07133294085034411,0.07133294085034411,0.07133294085034411,0.07133294085034411
60,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425,-0.022093672536410425
61,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048,-0.0817037280723048
62,-0.1347292326611234,-0.1347292326611234,,-0.0817037280723048,0.4424886828701756,0.5037456282618095,0.1284585541839357,-0.062034431157507876,-0.1347292326611234,-0.1347292326611234,-0.1347292326611234,-0.1347292326611234,-0.1347292326611234
63,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656,-0.1856565509384656
64,-0.2278840349762623,,-0.2278840349762623,-0.2278840349762623,-0.2278840349762623,-0.2278840349762623,-0.2278840349762623,-0.2278840349762623,-0.1856565509384656,0.43346960167761917,0.41812828933831464,-0.06248108762361071,-0.18481039877268718
65,-0.3261428617461385,-0.3261428617461385,,-0.2278840349762623,0.4225114836139437,0.4419740625879858,-0.04958652228991967,-0.22246744985596476,-0.3261428617461385,-0.3261428617461385,-0.3261428617461385,-0.3261428617461385,-0.3261428617461385
66,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656,-0.3745953023971656
67,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929,-0.4398397862879929
68,-0.5226515987928002,-0.5226515987928002,,-0.4398397862879929,0.398107688674046,0.3614914027605944,-0.241552456406522,-0.4151060185913276,-0.5226515987928002,-0.5226515987928002,-0.5226515987928002,-0.5226515987928002,-0.5226515987928002
69,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765,-0.5582050666563765
70,-0.5879910403532664,,-0.5879910403532664,-0.5879910403532664,-0.5879910403532664,-0.5879910403532664,-0.5879910403532664,-0.5879910403532664,-0.5582050666563765,0.37077270704521104,0.22340791172118524,-0.4436952550297091,-0.5721263618938883
71,-0.6498643226802722,-0.6498643226802722,,-0.5879910403532664,0.3707497804436553,0.269341335085102,-0.4401593669937833,-0.5945574106582603,-0.6498643226802722,-0.6498643226802722,-0.6498643226802722,-0.6498643226802722,-0.6498643226802722
72,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077,-0.6752364526588077
73,-0.728559965223843,,-0.728559965223843,-0.728559965223843,-0.728559965223843,-0.728559965223843,-0.728559965223843,-0.728559965223843,-0.6752364526588077,0.3424624852722042,0.1190221643962943,-0.6196545897917901,-0.6996828253867965
74,-0.7700309899390025,,,-0.728559965223843,0.3417592942440612,0.1690904748169477,-0.6344173679487405,-0.7374191715479459,-0.6752364526588077,0.3424624852722042,0.10282299179047658,-0.6734338159298504,-0.7327147419149882
75,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257,-0.8378405354366257
76,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484,-0.8405209449893484
77,-0.9424242595957484,-0.9424242595957484,,-0.8405209449893484,0.31108552711530674,0.05810401791545128,-0.8175718362814841,-0.8599186696080214,-0.9424242595957484,-0.9424242595957484,-0.9424242595957484,-0.9424242595957484,-0.9424242595957484
78,-0.9817363923735682,,-0.9817363923735682,-0.9817363923735682,-0.9817363923735682,-0.9817363923735682,-0.9817363923735682,-0.9817363923735682,-0.9424242595957484,0.29569103404350766,-0.06378560496809356,-0.8999478153444916,-0.9008678254280895
79,-1.0006560248540928,,-1.0006560248540928,-1.0006560248540928,-1.0006560248540928,-1.0006560248540928,-1.0006560248540928,-1.0006560248540928,-0.9424242595957484,0.29569103404350766,-0.08348468454098452,-0.9489877768708278,-0.917938483213542
80,-1.0825454564672974,-1.0825454564672974,,-1.0006560248540928,0.27852848372207833,-0.06029559384396922,-0.9955835872335592,-0.9882460692643584,-1.0825454564672974,-1.0825454564672974,-1.0825454564672974,-1.0825454564672974,-1.0825454564672974
81,-1.1187662685354978,,-1.1187662685354978,-1.1187662685354978,-1.1187662685354978,-1.1187662685354978,-1.1187662685354978,-1.1187662685354978,-1.0825454564672974,0.2786757687285595,-0.15243230626039106,-1.0590218098258046,-1.0056691573084997
82,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759,-1.150351317728759
83,-1.1584792294140205,-1.1584792294140205,,-1.150351317728759,0.2444781878942661,-0.1849266545944838,-1.1638318468600513,-1.1230795499056432,-1.1584792294140205,-1.1584792294140205,-1.1584792294140205,-1.1584792294140205,-1.1584792294140205
84,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314,-1.1544383794540314
85,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751,-1.1874404798827751
86,-1.2414859159553102,,,-1.1874404798827751,0.21156149911373892,-0.3062219727955347,-1.29767483718147,-1.193364591932594,-1.1874404798827751,0.2116360887123522,-0.3736588179619213,-1.2755350419866676,-1.1972075545775778
87,-1.2279140081908209,,-1.2279140081908209,-1.2279140081908209,-1.2279140081908209,-1.2279140081908209,-1.2279140081908209,-1.2279140081908209,-1.1874404798827751,0.2116360887123522,-0.3932396380479283,-1.3167991963991301,-1.2174559868042039
88,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695,-1.2155505614502695
89,-1.2406896834211685,-1.2406896834211685,,-1.2155505614502695,0.17935265003656398,-0.4264007419630432,-1.3971370582542806,-1.233408555444682,-1.2406896834211685,-1.2406896834211685,-1.2406896834211685,-1.2406896834211685,-1.2406896834211685
90,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816,-1.2441165501926816
91,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605,-1.2443646806084605
92,-1.2377682895339022,-1.2377682895339022,,-1.2443646806084605,0.148404970353148,-0.5385254128319421,-1.4643568863811232,-1.2465295080311525,-1.2377682895339022,-1.2377682895339022,-1.2377682895339022,-1.2377682895339022,-1.2377682895339022
93,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676,-1.2372837705420676
94,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984,-1.2057572300045984
95,-1.246386402590021,-1.246386402590021,,-1.2057572300045984,0.11956443412943266,-0.640917794689465,-1.4894015272286456,-1.2161043977590162,-1.246386402590021,-1.246386402590021,-1.246386402590021,-1.246386402590021,-1.246386402590021
96,-1.2185487728148523,,-1.2185487728148523,-1.2185487728148523,-1.2185487728148523,-1.2185487728148523,-1.2185487728148523,-1.2185487728148523,-1.246386402590021,0.09116727748274818,-0.7355899428218856,-1.426344684412963,-1.2114353884688724
97,-1.203898189735742,,-1.203898189735742,-1.203898189735742,-1.203898189735742,-1.203898189735742,-1.203898189735742,-1.203898189735742,-1.246386402590021,0.09116727748274818,-0.7476230975027096,-1.4472404133350842,-1.1946755914134193
98,-1.2009591179604222,,,-1.203898189735742,0.09240549708035653,-0.7306145857275612,-1.486811530848967,-1.1841053377285564,-1.246386402590021,0.0911672774827482,-0.7578825412098669,-1.4683515806679013,-1.176148756508371
99,-1.1625496111355909,,-1.1625496111355909,-1.1625496111355909,-1.1625496111355909,-1.1625496111355909,-1.1625496111355909,-1.1625496111355909,-1.246386402590021,0.0911672774827482,-0.765723572623769,-1.491162797848339,-1.159752829417095
100,-1.2052086068467398,,-1.2052086068467398,-1.2052086068467398,-1.2052086068467398,-1.2052086068467398,-1.2052086068467398,-1.2052086068467398,-1.246386402590021,0.0911672774827482,-0.7726408561560155,-1.5131372824949962,-1.1435328878014126
101,-1.1622581581358211,,,-1.2052086068467398,0.06713253458389076,-0.8077368557095893,-1.4569351049236985,-1.1613584538997608,-1.246386402590021,0.0911672774827482,-0.8058424817519222,-1.5242468579806858,-1.1249748295440036
102,-1.1353585717839452,,-1.1353585717839452,-1.1353585717839452,-1.1353585717839452,-1.1353585717839452,-1.1353585717839452,-1.1353585717839452,-1.246386402590021,0.0911672774827482,-0.8110417537209772,-1.543611014043638,-1.1101385200646563
103,-1.142211429453593,,-1.142211429453593,-1.142211429453593,-1.142211429453593,-1.142211429453593,-1.142211429453593,-1.142211429453593,-1.246386402590021,0.0911672774827482,-0.8155685970897163,-1.5614824252273376,-1.0959187556821413
104,-1.1096177062104406,-1.1096177062104406,,-1.142211429453593,0.04394181275307038,-0.8727652481812419,-1.3983721985127,-1.1331522175841364,-1.1096177062104406,-1.1096177062104406,-1.1096177062104406,-1.1096177062104406,-1.1096177062104406
105,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526,-1.0923166404028526
106,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357,-1.0042739712317357
107,-0.9319553764436959,-0.9319553764436959,,-1.0042739712317357,0.023526165676988803,-0.9214347433214688,-1.308668300916182,-1.0614255108982484,-0.9319553764436959,-0.9319553764436959,-0.9319553764436959,-0.9319553764436959,-0.9319553764436959
108,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652,-0.8907376082199652
109,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496,-0.8751257170473496
110,-0.8544391565877377,-0.8544391565877377,,-0.8751257170473496,0.007045114253158873,-0.9468683989640212,-1.1809670418407083,-0.9092724460094462,-0.8544391565877377,-0.8544391565877377,-0.8544391565877377,-0.8544391565877377,-0.8544391565877377
111,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977,-0.8258554567205977
112,-0.8011823600424347,,-0.8011823600424347,-0.8011823600424347,-0.8011823600424347,-0.8011823600424347,-0.8011823600424347,-0.8011823600424347,-0.8258554567205977,0.016938171654834272,-0.9695253168857952,-1.1108821352225664,-0.8055268029316632
113,-0.7830508749634524,-0.7830508749634524,,-0.8011823600424347,-0.007478142784622986,-0.955018166817982,-1.050364004316897,-0.7877631824733387,-0.7830508749634524,-0.7830508749634524,-0.7830508749634524,-0.7830508749634524,-0.7830508749634524
