,noisy_sin,noisy_sin_random_missing,noisy_sin_regular_missing
122,0.5056983898876661,0.5056983898876661,
123,0.5507765502150712,0.5507765502150712,0.5507765502150712
124,0.6138359700065261,,0.6138359700065261
125,0.6859195311549462,,
126,0.7689931693506001,,0.7689931693506001
127,0.83980662868348,0.83980662868348,0.83980662868348
128,0.8689136850624948,,
129,0.9475571594441553,0.9475571594441553,0.9475571594441553
130,0.9574585259839291,,0.9574585259839291
131,1.0059090931041546,1.0059090931041546,
132,1.044493629069779,1.044493629069779,1.044493629069779
133,1.0688457332013301,1.0688457332013301,1.0688457332013301
134,1.1314342915761892,1.1314342915761892,
135,1.1745166989292974,1.1745166989292974,1.1745166989292974
136,1.2449388553312541,1.2449388553312541,1.2449388553312541
137,1.2546224235576584,,
138,1.3181517337602777,,1.3181517337602777
139,1.3718666193480682,,1.3718666193480682
140,1.4151192493263574,1.4151192493263574,
141,1.419945010149299,1.419945010149299,1.419945010149299
142,1.4506435797087347,1.4506435797087347,1.4506435797087347
143,1.4486799447280212,1.4486799447280212,
144,1.4319877688726501,1.4319877688726501,1.4319877688726501
145,1.5405174933162953,,1.5405174933162953
146,1.592077124602354,,
147,1.6609198559574094,,1.6609198559574094
148,1.6747328376403279,,1.6747328376403279
149,1.7129127584967567,1.7129127584967567,
150,1.7487236499431522,1.7487236499431522,1.7487236499431522
151,1.7798135777672237,1.7798135777672237,1.7798135777672237
152,1.79422553232284,1.79422553232284,
153,1.8006127838695636,,1.8006127838695636
154,1.760737950656085,1.760737950656085,1.760737950656085
155,1.7819114194903933,1.7819114194903933,
156,1.7960678757937876,,1.7960678757937876
157,1.8241135078575135,1.8241135078575135,1.8241135078575135
158,1.8165101566260304,1.8165101566260304,
159,1.8541716656435039,1.8541716656435039,1.8541716656435039
160,1.8372703278681812,,1.8372703278681812
161,1.7986157575153654,1.7986157575153654,
162,1.8094861078240017,1.8094861078240017,1.8094861078240017
163,1.7844414243004674,1.7844414243004674,1.7844414243004674
164,1.7382374128094973,1.7382374128094973,
165,1.7223330615259789,1.7223330615259789,1.7223330615259789
166,1.7190192174225218,1.7190192174225218,1.7190192174225218
167,1.7011230849145402,,
168,1.6870063708742968,1.6870063708742968,1.6870063708742968
169,1.7563866817812819,1.7563866817812819,1.7563866817812819
170,1.7455513249306553,1.7455513249306553,
171,1.7494917780770796,1.7494917780770796,1.7494917780770796
172,1.6679061508973612,1.6679061508973612,1.6679061508973612
173,1.6401970271584208,1.6401970271584208,
174,1.6203510901677172,1.6203510901677172,1.6203510901677172
175,1.5717197470465283,1.5717197470465283,1.5717197470465283
176,1.5092853604345189,,
177,1.475500265519313,1.475500265519313,1.475500265519313
178,1.423375707055902,1.423375707055902,1.423375707055902
179,1.3632742214152858,1.3632742214152858,
180,1.3433179001511042,1.3433179001511042,1.3433179001511042
181,1.3266513623688525,1.3266513623688525,1.3266513623688525
182,1.2844504913790715,1.2844504913790715,
183,1.2233871307100193,1.2233871307100193,1.2233871307100193
184,1.1845437186621417,1.1845437186621417,1.1845437186621417
185,1.1525270702049744,1.1525270702049744,
186,1.115259229028968,1.115259229028968,1.115259229028968
187,1.0281100565016872,,1.0281100565016872
188,0.9671572330999447,0.9671572330999447,
189,0.9225977881052084,,0.9225977881052084
190,0.8842521910072332,0.8842521910072332,0.8842521910072332
191,0.8540373480841388,,
192,0.8192350689745714,0.8192350689745714,0.8192350689745714
193,0.7398415939369469,0.7398415939369469,0.7398415939369469
194,0.6710473601113003,0.6710473601113003,
195,0.5906364263755494,,0.5906364263755494
196,0.5827670730096668,0.5827670730096668,0.5827670730096668
197,0.5371654086541358,0.5371654086541358,
198,0.501351995339488,,0.501351995339488
199,0.4779825638380536,0.4779825638380536,0.4779825638380536
200,0.42344003746585,,
201,0.35065183124473887,0.35065183124473887,0.35065183124473887
202,0.29643537281133114,0.29643537281133114,0.29643537281133114
203,0.2502998933309064,,
204,0.2448942673285306,0.2448942673285306,0.2448942673285306
205,0.22614874484872793,0.22614874484872793,0.22614874484872793
206,0.16269851559783444,0.16269851559783444,
207,0.1426554639169264,0.1426554639169264,0.1426554639169264
208,0.12619865179174883,0.12619865179174883,0.12619865179174883
209,0.0690801786477866,,
210,0.03663241107140225,0.03663241107140225,0.03663241107140225
211,-0.03505578002760379,-0.03505578002760379,-0.03505578002760379
212,-0.052799361365010955,-0.052799361365010955,
213,-0.08366230092042681,-0.08366230092042681,-0.08366230092042681
214,-0.13681307514457652,-0.13681307514457652,-0.13681307514457652
215,-0.17218234096124263,-0.17218234096124263,
216,-0.18293952505802935,-0.18293952505802935,-0.18293952505802935
217,-0.2101516983837065,,-0.2101516983837065
218,-0.21473538496770872,-0.21473538496770872,
219,-0.2109034691714069,,-0.2109034691714069
220,-0.23772884289792184,-0.23772884289792184,-0.23772884289792184
221,-0.24959665279496368,,
222,-0.2007202952336311,-0.2007202952336311,-0.2007202952336311
223,-0.19747790320679415,-0.19747790320679415,-0.19747790320679415
224,-0.2148238528922577,-0.2148238528922577,
225,-0.20826145412212538,-0.20826145412212538,-0.20826145412212538
226,-0.23257171304463997,-0.23257171304463997,-0.23257171304463997
227,-0.19590441729846864,-0.19590441729846864,
228,-0.17507009651867178,-0.17507009651867178,-0.17507009651867178
229,-0.1350276149183126,-0.1350276149183126,-0.1350276149183126
230,-0.09717390670815862,-0.09717390670815862,
231,-0.06935883714001734,,-0.06935883714001734
232,-0.025599484757554913,,-0.025599484757554913
233,0.0015324353236515487,0.0015324353236515487,
234,0.010305861090751156,0.010305861090751156,0.010305861090751156
235,0.012334498988883391,0.012334498988883391,0.012334498988883391
236,0.029772008277462625,0.029772008277462625,
237,3.2051658778842196e-05,3.2051658778842196e-05,3.2051658778842196e-05
238,0.07469354230987402,0.07469354230987402,0.07469354230987402
239,0.06678899525766913,,
240,0.09913405276671217,,0.09913405276671217
241,0.10329274909871244,0.10329274909871244,0.10329274909871244
242,0.09180995988633334,0.09180995988633334,
243,0.1275206238263522,0.1275206238263522,0.1275206238263522
244,0.15889654188653285,0.15889654188653285,0.15889654188653285
245,0.19454427774628513,,
246,0.24772991296681135,0.24772991296681135,0.24772991296681135
247,0.2737979385891268,,0.2737979385891268
248,0.32401343677496114,0.32401343677496114,
249,0.37777346824428254,0.37777346824428254,0.37777346824428254
250,0.4116290404541922,,0.4116290404541922
251,0.4468089966220673,0.4468089966220673,
252,0.5014839999004967,,0.5014839999004967
253,0.5445935423669505,0.5445935423669505,0.5445935423669505
254,0.5898545332335063,0.5898545332335063,
255,0.5745801344207864,0.5745801344207864,0.5745801344207864
256,0.616551823438376,0.616551823438376,0.616551823438376
257,0.6654399483388403,0.6654399483388403,
258,0.7014188858578205,,0.7014188858578205
259,0.7477169405615507,0.7477169405615507,0.7477169405615507
260,0.8302629192057113,0.8302629192057113,
261,0.8685233118905533,0.8685233118905533,0.8685233118905533
262,0.9193394131787422,0.9193394131787422,0.9193394131787422
263,0.9328599502429412,0.9328599502429412,
264,0.9448984759529218,,0.9448984759529218
265,0.9642488954507358,,0.9642488954507358
266,0.9691616408450128,0.9691616408450128,
267,0.9963807913866678,0.9963807913866678,0.9963807913866678
268,0.9998012958982609,,0.9998012958982609
269,1.0193416346920339,1.0193416346920339,
270,1.0069424104313045,1.0069424104313045,1.0069424104313045
271,0.98738589653225,0.98738589653225,0.98738589653225
272,0.9888899960643998,0.9888899960643998,
273,0.9789136461058402,,0.9789136461058402
274,0.9765202962854376,0.9765202962854376,0.9765202962854376
275,0.9727929106239412,0.9727929106239412,
276,0.9729051162786674,,0.9729051162786674
277,1.003780340687705,1.003780340687705,1.003780340687705
278,1.0399030123295918,1.0399030123295918,
279,1.0582800625365048,1.0582800625365048,1.0582800625365048
280,1.0484127357866042,1.0484127357866042,1.0484127357866042
281,1.0801079825853583,1.0801079825853583,
282,1.0373936312055712,1.0373936312055712,1.0373936312055712
283,0.9804637003606052,0.9804637003606052,0.9804637003606052
284,0.9754008039373833,0.9754008039373833,
285,0.9613995317628568,0.9613995317628568,0.9613995317628568
286,0.9416314804077842,0.9416314804077842,0.9416314804077842
287,0.9234491659360833,0.9234491659360833,
288,0.8630764745759116,0.8630764745759116,0.8630764745759116
289,0.8117512757313272,,0.8117512757313272
290,0.8147796996036919,0.8147796996036919,
291,0.8105605170043305,,0.8105605170043305
292,0.762481869083621,0.762481869083621,0.762481869083621
293,0.7751760392959143,0.7751760392959143,
294,0.7143565816254538,,0.7143565816254538
295,0.6632594185626652,0.6632594185626652,0.6632594185626652
296,0.6306057614879289,0.6306057614879289,
297,0.5606517775165554,,0.5606517775165554
298,0.5055758548118048,,0.5055758548118048
299,0.4561518653817538,0.4561518653817538,
300,0.39971764770350615,0.39971764770350615,0.39971764770350615
301,0.3717035720741793,,0.3717035720741793
302,0.3355473236625626,,
303,0.25778023004323547,0.25778023004323547,0.25778023004323547
304,0.18859652408168892,0.18859652408168892,0.18859652408168892
305,0.13864149281568508,0.13864149281568508,
306,0.08170844532987745,0.08170844532987745,0.08170844532987745
307,0.006663171646350705,0.006663171646350705,0.006663171646350705
308,-0.04047982807763669,,
309,-0.07900609095899028,-0.07900609095899028,-0.07900609095899028
310,-0.15262239032968655,-0.15262239032968655,-0.15262239032968655
311,-0.1930434810198019,-0.1930434810198019,
312,-0.2910923978738779,-0.2910923978738779,-0.2910923978738779
313,-0.3891475150329563,,-0.3891475150329563
314,-0.4372461799414268,,
315,-0.5170452394542058,,-0.5170452394542058
316,-0.6005948963034256,,-0.6005948963034256
317,-0.6664977995796191,-0.6664977995796191,
318,-0.7418718572417322,-0.7418718572417322,-0.7418718572417322
319,-0.7929196396558772,-0.7929196396558772,-0.7929196396558772
320,-0.8856788064637015,-0.8856788064637015,
321,-0.9519818574142163,-0.9519818574142163,-0.9519818574142163
322,-0.9335775544382646,-0.9335775544382646,-0.9335775544382646
323,-0.9866423814394539,-0.9866423814394539,
324,-1.0866669888422293,-1.0866669888422293,-1.0866669888422293
325,-1.1258334865129105,-1.1258334865129105,-1.1258334865129105
326,-1.1648970925980828,,
327,-1.1827452394200029,-1.1827452394200029,-1.1827452394200029
328,-1.2284133168404172,-1.2284133168404172,-1.2284133168404172
329,-1.2915097709653958,,
330,-1.3039409491306642,-1.3039409491306642,-1.3039409491306642
331,-1.3311188388900614,-1.3311188388900614,-1.3311188388900614
332,-1.4160693835248717,-1.4160693835248717,
333,-1.438559002007372,,-1.438559002007372
334,-1.4822856641254973,-1.4822856641254973,-1.4822856641254973
335,-1.492004130329879,-1.492004130329879,
336,-1.5347739668931457,,-1.5347739668931457
337,-1.5477771877361994,-1.5477771877361994,-1.5477771877361994
338,-1.5725382416410831,-1.5725382416410831,
339,-1.5856463247646895,,-1.5856463247646895
340,-1.6107648540453807,-1.6107648540453807,-1.6107648540453807
341,-1.64280901158295,-1.64280901158295,
342,-1.6609560716099678,-1.6609560716099678,-1.6609560716099678
343,-1.6632149566080394,-1.6632149566080394,-1.6632149566080394
344,-1.668051925428094,-1.668051925428094,
345,-1.6419367979745094,,-1.6419367979745094
346,-1.6415335944630018,-1.6415335944630018,-1.6415335944630018
347,-1.6336204679752544,,
348,-1.5883581544746048,-1.5883581544746048,-1.5883581544746048
349,-1.5889191582400954,-1.5889191582400954,-1.5889191582400954
350,-1.5758386555062578,-1.5758386555062578,
351,-1.587317551630119,-1.587317551630119,-1.587317551630119
352,-1.5810375229108597,,-1.5810375229108597
353,-1.5343655097070206,-1.5343655097070206,
354,-1.5169061347159079,-1.5169061347159079,-1.5169061347159079
355,-1.4700755978593447,-1.4700755978593447,-1.4700755978593447
356,-1.4807111558261277,-1.4807111558261277,
357,-1.497113306233555,-1.497113306233555,-1.497113306233555
358,-1.4708140739921438,-1.4708140739921438,-1.4708140739921438
359,-1.4822562667647463,,
360,-1.3957877376745391,-1.3957877376745391,-1.3957877376745391
361,-1.341153870798297,-1.341153870798297,-1.341153870798297
362,-1.3438950655307838,-1.3438950655307838,
363,-1.3192820333376196,-1.3192820333376196,-1.3192820333376196
364,-1.3027329903845088,-1.3027329903845088,-1.3027329903845088
365,-1.2610590026301827,,
366,-1.229175722632469,-1.229175722632469,-1.229175722632469
367,-1.1724408191605715,-1.1724408191605715,-1.1724408191605715
368,-1.1017228123945213,-1.1017228123945213,
369,-1.0699801745263628,-1.0699801745263628,-1.0699801745263628
370,-1.0598099031513866,,-1.0598099031513866
371,-1.007521665102956,-1.007521665102956,
372,-0.9717055655780884,-0.9717055655780884,-0.9717055655780884
373,-0.90413267424136,-0.90413267424136,-0.90413267424136
374,-0.8667992983140405,-0.8667992983140405,
375,-0.8057264317025236,,-0.8057264317025236
376,-0.7560691056684137,,-0.7560691056684137
377,-0.7186962502625392,,
378,-0.6874449470676092,-0.6874449470676092,-0.6874449470676092
379,-0.6286536288741453,-0.6286536288741453,-0.6286536288741453
380,-0.5269352155614326,,
381,-0.4657016087167735,-0.4657016087167735,-0.4657016087167735
382,-0.42791509468182654,,-0.42791509468182654
383,-0.3707606543222682,-0.3707606543222682,
384,-0.3283731709895611,,-0.3283731709895611
385,-0.31989597473599823,-0.31989597473599823,-0.31989597473599823
386,-0.2745634379960729,,
387,-0.20085225552414337,-0.20085225552414337,-0.20085225552414337
388,-0.17252848993003012,-0.17252848993003012,-0.17252848993003012
389,-0.16467622873343524,,
390,-0.11984183408738736,-0.11984183408738736,-0.11984183408738736
391,-0.04458206219851146,-0.04458206219851146,-0.04458206219851146
392,0.007989007813911209,,
393,0.06079032441207499,,0.06079032441207499
394,0.14234324806170717,0.14234324806170717,0.14234324806170717
395,0.20591535110769266,0.20591535110769266,
396,0.24603527467076491,0.24603527467076491,0.24603527467076491
397,0.26232046198258896,0.26232046198258896,0.26232046198258896
398,0.284797266922053,0.284797266922053,
399,0.29945907227068225,0.29945907227068225,0.29945907227068225
400,0.3345615294739879,0.3345615294739879,0.3345615294739879
401,0.32635205460306005,,
402,0.37354245325292024,0.37354245325292024,0.37354245325292024
403,0.38521187798119405,0.38521187798119405,0.38521187798119405
404,0.3815893058687322,0.3815893058687322,
405,0.40445777023095075,0.40445777023095075,0.40445777023095075
406,0.3563293361246316,,0.3563293361246316
407,0.3352484236542118,,
408,0.3159496377264096,,0.3159496377264096
409,0.3293273949559702,,0.3293273949559702
410,0.30919487143300883,0.30919487143300883,
411,0.33209445564249573,,0.33209445564249573
412,0.3081602917144475,0.3081602917144475,0.3081602917144475
413,0.30482964679897573,0.30482964679897573,
414,0.26996464302130097,,0.26996464302130097
415,0.27702666647273544,0.27702666647273544,0.27702666647273544
416,0.2483331484644009,0.2483331484644009,
417,0.2357652982611641,,0.2357652982611641
418,0.19698752940543207,0.19698752940543207,0.19698752940543207
419,0.14198736897262254,0.14198736897262254,
420,0.10522976682036789,0.10522976682036789,0.10522976682036789
421,0.09801722682347458,0.09801722682347458,0.09801722682347458
422,0.038640392324586825,0.038640392324586825,
423,-0.034735870528396884,-0.034735870528396884,-0.034735870528396884
424,-0.0808902191177232,-0.0808902191177232,-0.0808902191177232
425,-0.1028860131910514,,
426,-0.17008104796096224,-0.17008104796096224,-0.17008104796096224
427,-0.22662538377732033,,-0.22662538377732033
428,-0.2672870095421026,-0.2672870095421026,
429,-0.32147654752712174,-0.32147654752712174,-0.32147654752712174
430,-0.36219366997241265,,-0.36219366997241265
431,-0.38257670269271515,,
432,-0.4316713445131335,-0.4316713445131335,-0.4316713445131335
433,-0.48368268957015725,-0.48368268957015725,-0.48368268957015725
434,-0.5166968595824176,,
435,-0.5699864047075225,,-0.5699864047075225
436,-0.6449381752292946,-0.6449381752292946,-0.6449381752292946
437,-0.721732551023943,-0.721732551023943,
438,-0.8011774010516381,-0.8011774010516381,-0.8011774010516381
439,-0.8088728866839433,-0.8088728866839433,-0.8088728866839433
440,-0.863056578116805,-0.863056578116805,
441,-0.9023524285839133,-0.9023524285839133,-0.9023524285839133
442,-0.9380608944327644,-0.9380608944327644,-0.9380608944327644
443,-1.01273507378336,,
444,-1.0496984274155736,-1.0496984274155736,-1.0496984274155736
445,-1.114375778732784,-1.114375778732784,-1.114375778732784
446,-1.214480658849756,-1.214480658849756,
447,-1.2692691756968217,-1.2692691756968217,-1.2692691756968217
448,-1.3434989286394683,-1.3434989286394683,-1.3434989286394683
449,-1.3991397644061725,-1.3991397644061725,
450,-1.437404479526999,-1.437404479526999,-1.437404479526999
451,-1.4283136006553732,-1.4283136006553732,-1.4283136006553732
452,-1.4837575603266115,-1.4837575603266115,
453,-1.5297964451610968,-1.5297964451610968,-1.5297964451610968
454,-1.5614918491709728,-1.5614918491709728,-1.5614918491709728
455,-1.5958560100907042,,
456,-1.6365908510822527,-1.6365908510822527,-1.6365908510822527
457,-1.6973663862617574,-1.6973663862617574,-1.6973663862617574
458,-1.753152103938064,,
459,-1.7885099717399071,,-1.7885099717399071
460,-1.8449034070583985,-1.8449034070583985,-1.8449034070583985
461,-1.887163829614432,-1.887163829614432,
462,-1.9412398763113319,-1.9412398763113319,-1.9412398763113319
463,-1.9365735801556783,,-1.9365735801556783
464,-1.9917719098535587,-1.9917719098535587,
465,-1.9638194147107386,-1.9638194147107386,-1.9638194147107386
466,-1.9923211358983752,-1.9923211358983752,-1.9923211358983752
467,-2.029574314294747,-2.029574314294747,
468,-2.067319026826448,-2.067319026826448,-2.067319026826448
469,-2.0559129603876785,-2.0559129603876785,-2.0559129603876785
470,-2.0360564381317863,-2.0360564381317863,
471,-2.0581245259793595,,-2.0581245259793595
472,-2.049574904253836,-2.049574904253836,-2.049574904253836
473,-2.049849800233244,-2.049849800233244,
474,-2.0497391841041925,,-2.0497391841041925
475,-2.0377078388751153,-2.0377078388751153,-2.0377078388751153
476,-2.008547653607938,,
477,-2.040522895047226,,-2.040522895047226
478,-2.0773781670528084,-2.0773781670528084,-2.0773781670528084
479,-2.0539910797292924,-2.0539910797292924,
480,-2.03478015939815,-2.03478015939815,-2.03478015939815
481,-1.9952671329935274,-1.9952671329935274,-1.9952671329935274
482,-2.010240770084144,-2.010240770084144,
483,-2.0058526527607587,-2.0058526527607587,-2.0058526527607587
484,-1.939220188444516,-1.939220188444516,-1.939220188444516
485,-1.9382309844896481,,
486,-1.8954777130634841,-1.8954777130634841,-1.8954777130634841
487,-1.8782749846692428,-1.8782749846692428,-1.8782749846692428
488,-1.8499619159601555,-1.8499619159601555,
489,-1.8429650705942608,-1.8429650705942608,-1.8429650705942608
490,-1.77342734167043,-1.77342734167043,-1.77342734167043
491,-1.775667649841221,-1.775667649841221,
492,-1.7596813472792086,-1.7596813472792086,-1.7596813472792086
493,-1.7354887417424862,-1.7354887417424862,-1.7354887417424862
494,-1.6605036547329421,-1.6605036547329421,
495,-1.6051989686209103,-1.6051989686209103,-1.6051989686209103
496,-1.5398409785904037,-1.5398409785904037,-1.5398409785904037
497,-1.4901148824404085,-1.4901148824404085,
498,-1.4335718130610666,,-1.4335718130610666
499,-1.3702309381047,,-1.3702309381047
500,-1.2813591608162693,-1.2813591608162693,
501,-1.2229092762942946,-1.2229092762942946,-1.2229092762942946
502,-1.2048868255731682,-1.2048868255731682,-1.2048868255731682
503,-1.1245856318839025,,
504,-1.0691964981433686,-1.0691964981433686,-1.0691964981433686
505,-1.042440121177119,-1.042440121177119,-1.042440121177119
506,-0.9937759839157952,-0.9937759839157952,
507,-0.9645797522692962,-0.9645797522692962,-0.9645797522692962
508,-0.8629592999972941,-0.8629592999972941,-0.8629592999972941
509,-0.8196255023529653,-0.8196255023529653,
510,-0.816326951723041,-0.816326951723041,-0.816326951723041
511,-0.7591044927908133,-0.7591044927908133,-0.7591044927908133
512,-0.7297030934079031,-0.7297030934079031,
513,-0.6510385518748092,-0.6510385518748092,-0.6510385518748092
514,-0.6009111715931497,-0.6009111715931497,-0.6009111715931497
515,-0.5974634627678814,-0.5974634627678814,
516,-0.5650363374378287,-0.5650363374378287,-0.5650363374378287
517,-0.5480101585297241,-0.5480101585297241,-0.5480101585297241
518,-0.5246956737862576,-0.5246956737862576,
519,-0.5003179565891342,-0.5003179565891342,-0.5003179565891342
520,-0.5100806529302188,,-0.5100806529302188
521,-0.46931256552244266,-0.46931256552244266,
522,-0.45589439629777917,,-0.45589439629777917
523,-0.44486724841081776,,-0.44486724841081776
524,-0.3968145318373905,,
525,-0.3236813338369654,,-0.3236813338369654
526,-0.312677243697554,,-0.312677243697554
527,-0.24593256510746975,,
528,-0.27328366415583427,-0.27328366415583427,-0.27328366415583427
529,-0.24076057103104864,-0.24076057103104864,-0.24076057103104864
530,-0.23775056705082775,-0.23775056705082775,
531,-0.22504355086591155,-0.22504355086591155,-0.22504355086591155
532,-0.23638678951347736,-0.23638678951347736,-0.23638678951347736
533,-0.24083320102281813,-0.24083320102281813,
534,-0.24104882806987948,,-0.24104882806987948
535,-0.2444457200955693,-0.2444457200955693,-0.2444457200955693
536,-0.23225479471825938,-0.23225479471825938,
537,-0.17701059407357023,-0.17701059407357023,-0.17701059407357023
538,-0.19444173044591673,-0.19444173044591673,-0.19444173044591673
539,-0.20285887260989088,,
540,-0.25148492351980045,,-0.25148492351980045
541,-0.3207110505374776,-0.3207110505374776,-0.3207110505374776
542,-0.299369405747739,-0.299369405747739,
543,-0.3448430074613836,,-0.3448430074613836
544,-0.3786373648783966,-0.3786373648783966,-0.3786373648783966
545,-0.39634936674918364,-0.39634936674918364,
546,-0.395002140867259,,-0.395002140867259
547,-0.4097901659621226,-0.4097901659621226,-0.4097901659621226
548,-0.3896811179925481,,
549,-0.42005435001794506,-0.42005435001794506,-0.42005435001794506
550,-0.4912621864830127,-0.4912621864830127,-0.4912621864830127
551,-0.5174448076033913,-0.5174448076033913,
552,-0.5456769013658012,,-0.5456769013658012
553,-0.5976771651465237,-0.5976771651465237,-0.5976771651465237
554,-0.6395261749642592,,
